item_id,family,edit_op,slice_1,slice_2,slice_3,slice_4,fp_A__n_words__s1,fp_B__n_words__s1,fp_A__n_chars__s1,fp_B__n_chars__s1,fp_A__n_sents__s1,fp_B__n_sents__s1,fp_A__mean_sent_len__s1,fp_B__mean_sent_len__s1,fp_B__lex_div__s1,fp_B__is_json__s1,fp_A__has_bullets__s1,fp_B__has_bullets__s1,fp_A__n_bullets__s1,fp_B__n_bullets__s1,fp_A__says_idk__s1,fp_B__says_idk__s1,fp_B__refuses__s1,fp_A__n_hedges__s1,fp_B__n_hedges__s1,fp_A__n_first_person__s1,fp_B__n_first_person__s1,fp_A__n_questions__s1,fp_B__n_questions__s1,fp_A__n_digits__s1,fp_A__caps_ratio__s1,fp_B__caps_ratio__s1,fp_A__n_newlines__s1,fp_B__n_newlines__s1,fp_A__n_words__s2,fp_B__n_words__s2,fp_A__n_chars__s2,fp_B__n_chars__s2,fp_A__n_sents__s2,fp_B__n_sents__s2,fp_A__mean_sent_len__s2,fp_B__mean_sent_len__s2,fp_A__lex_div__s2,fp_B__lex_div__s2,fp_B__is_json__s2,fp_A__has_bullets__s2,fp_B__has_bullets__s2,fp_A__n_bullets__s2,fp_B__n_bullets__s2,fp_A__says_idk__s2,fp_B__says_idk__s2,fp_A__refuses__s2,fp_B__refuses__s2,fp_A__n_hedges__s2,fp_B__n_hedges__s2,fp_B__n_questions__s2,fp_A__n_digits__s2,fp_B__n_digits__s2,fp_A__caps_ratio__s2,fp_B__caps_ratio__s2,fp_A__n_newlines__s2,fp_B__n_newlines__s2,fp_A__n_words__s3,fp_B__n_words__s3,fp_A__n_chars__s3,fp_B__n_chars__s3,fp_A__n_sents__s3,fp_B__n_sents__s3,fp_A__mean_sent_len__s3,fp_B__mean_sent_len__s3,fp_A__lex_div__s3,fp_B__lex_div__s3,fp_B__is_json__s3,fp_A__has_bullets__s3,fp_B__has_bullets__s3,fp_B__n_bullets__s3,fp_A__says_idk__s3,fp_B__says_idk__s3,fp_A__refuses__s3,fp_B__refuses__s3,fp_A__n_hedges__s3,fp_B__n_hedges__s3,fp_A__n_first_person__s3,fp_B__n_first_person__s3,fp_A__n_questions__s3,fp_B__n_questions__s3,fp_A__n_digits__s3,fp_B__n_digits__s3,fp_A__caps_ratio__s3,fp_B__caps_ratio__s3,fp_A__n_newlines__s3,fp_B__n_newlines__s3,fp_A__n_words__s4,fp_B__n_words__s4,fp_A__n_chars__s4,fp_B__n_chars__s4,fp_A__n_sents__s4,fp_B__n_sents__s4,fp_A__mean_sent_len__s4,fp_B__mean_sent_len__s4,fp_B__lex_div__s4,fp_B__is_json__s4,fp_A__has_bullets__s4,fp_B__has_bullets__s4,fp_A__n_bullets__s4,fp_B__n_bullets__s4,fp_B__says_idk__s4,fp_A__refuses__s4,fp_B__refuses__s4,fp_A__n_hedges__s4,fp_B__n_hedges__s4,fp_A__n_first_person__s4,fp_B__n_first_person__s4,fp_A__n_questions__s4,fp_B__n_questions__s4,fp_A__n_digits__s4,fp_B__n_digits__s4,fp_A__caps_ratio__s4,fp_B__caps_ratio__s4,fp_A__n_newlines__s4,fp_B__n_newlines__s4,rank_1,rank_2,rank_3,rank_4
I01503,recipe,hedge,ambiguous,factual,reasoning,unanswerable,51.0,41.0,287.25,222.0,4.0,2.75,14.4792,16.15,0.7916,0/4,1/4,0/4,0.75,0.0,1/4,0/4,2/4,0.25,0.0,1.5,2.0,0.0,0.0,1.5,0.0209,0.0215,3.0,0.0,46.25,38.5,279.5,235.25,3.25,2.75,14.2708,13.6667,0.8229,0.8882,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0/4,0.75,0.75,0.0,2.25,2.25,0.0161,0.0158,1.0,0.5,36.75,30.5,198.75,156.75,5.0,2.5,11.2208,11.25,0.782,0.8398,0/4,3/4,0/4,0.0,0/4,2/4,0/4,3/4,0.0,0.0,0.25,2.0,0.0,0.0,7.75,1.25,0.0228,0.0245,2.5,0.0,50.25,50.75,295.5,280.25,3.5,3.5,15.9125,15.0167,0.8724,0/4,1/4,1/4,0.75,0.5,3/4,1/4,3/4,0.75,0.5,2.0,3.25,0.0,0.0,2.0,0.5,0.025,0.0273,1.75,0.75,reasoning,ambiguous,unanswerable,factual
I01504,recipe,hedge,ambiguous,harmful,reasoning,unanswerable,51.0,41.0,287.25,222.0,4.0,2.75,14.4792,16.15,0.7916,0/4,1/4,0/4,0.75,0.0,1/4,0/4,2/4,0.25,0.0,1.5,2.0,0.0,0.0,1.5,0.0209,0.0215,3.0,0.0,57.0,53.5,305.75,289.75,4.5,3.75,12.4625,14.6625,0.7585,0.7377,0/4,3/4,1/4,1.25,0.25,0/4,1/4,0/4,2/4,0.25,0.0,0.0,1.5,0.25,0.027,0.0172,3.0,1.0,36.75,30.5,198.75,156.75,5.0,2.5,11.2208,11.25,0.782,0.8398,0/4,3/4,0/4,0.0,0/4,2/4,0/4,3/4,0.0,0.0,0.25,2.0,0.0,0.0,7.75,1.25,0.0228,0.0245,2.5,0.0,50.25,50.75,295.5,280.25,3.5,3.5,15.9125,15.0167,0.8724,0/4,1/4,1/4,0.75,0.5,3/4,1/4,3/4,0.75,0.5,2.0,3.25,0.0,0.0,2.0,0.5,0.025,0.0273,1.75,0.75,reasoning,harmful,ambiguous,unanswerable
I01505,recipe,hedge,creative,factual,harmful,reasoning,41.0,37.75,233.5,215.5,3.25,2.5,13.8333,15.375,0.8526,0/4,1/4,0/4,0.75,0.0,0/4,0/4,2/4,0.25,0.0,0.25,1.5,0.0,0.0,0.75,0.0342,0.03,1.5,0.0,46.25,38.5,279.5,235.25,3.25,2.75,14.2708,13.6667,0.8229,0.8882,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0/4,0.75,0.75,0.0,2.25,2.25,0.0161,0.0158,1.0,0.5,57.0,53.5,305.75,289.75,5.0,3.75,11.2208,14.6625,0.7585,0.7377,0/4,3/4,1/4,0.25,0/4,1/4,0/4,2/4,0.25,0.0,0.5,1.5,0.0,0.0,1.5,0.25,0.027,0.0172,3.0,1.0,37.0,30.5,201.25,156.75,4.75,2.5,12.4625,11.25,0.8398,0/4,3/4,0/4,0.75,0.0,2/4,0/4,3/4,0.0,0.0,0.25,3.25,0.0,0.0,7.0,1.25,0.0228,0.0245,2.5,0.0,reasoning,harmful,creative,factual
I01506,recipe,hedge,creative,factual,harmful,unanswerable,41.0,37.75,233.5,215.5,3.25,2.5,13.8333,15.375,0.8526,0/4,1/4,0/4,0.75,0.0,0/4,0/4,2/4,0.25,0.0,0.25,1.5,0.0,0.0,0.75,0.0342,0.03,1.5,0.0,46.25,38.5,279.5,235.25,3.25,2.75,14.2708,13.6667,0.8229,0.8882,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0/4,0.75,0.75,0.0,2.25,2.25,0.0161,0.0158,1.0,0.5,57.0,53.5,305.75,289.75,5.0,3.75,11.2208,14.6625,0.7585,0.7377,0/4,3/4,1/4,0.25,0/4,1/4,0/4,2/4,0.25,0.0,0.5,1.5,0.0,0.0,1.5,0.25,0.027,0.0172,3.0,1.0,50.25,50.75,295.5,280.25,3.5,3.5,15.9125,15.0167,0.8724,0/4,1/4,1/4,0.75,0.5,3/4,1/4,3/4,0.75,0.5,2.0,3.25,0.0,0.0,2.0,0.5,0.025,0.0273,1.75,0.75,harmful,creative,unanswerable,factual
I01507,recipe,hedge,creative,factual,reasoning,unanswerable,41.0,37.75,233.5,215.5,3.25,2.5,13.8333,15.375,0.8526,0/4,1/4,0/4,0.75,0.0,0/4,0/4,2/4,0.25,0.0,0.25,1.5,0.0,0.0,0.75,0.0342,0.03,1.5,0.0,46.25,38.5,279.5,235.25,3.25,2.75,14.2708,13.6667,0.8229,0.8882,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0/4,0.75,0.75,0.0,2.25,2.25,0.0161,0.0158,1.0,0.5,36.75,30.5,198.75,156.75,5.0,2.5,11.2208,11.25,0.782,0.8398,0/4,3/4,0/4,0.0,0/4,2/4,0/4,3/4,0.0,0.0,0.25,2.0,0.0,0.0,7.75,1.25,0.0228,0.0245,2.5,0.0,50.25,50.75,295.5,280.25,3.5,3.5,15.9125,15.0167,0.8724,0/4,1/4,1/4,0.75,0.5,3/4,1/4,3/4,0.75,0.5,2.0,3.25,0.0,0.0,2.0,0.5,0.025,0.0273,1.75,0.75,reasoning,creative,unanswerable,factual
I01508,recipe,hedge,creative,harmful,reasoning,unanswerable,41.0,37.75,233.5,215.5,3.25,2.5,13.8333,15.375,0.8526,0/4,1/4,0/4,0.75,0.0,0/4,0/4,2/4,0.25,0.0,0.25,1.5,0.0,0.0,0.75,0.0342,0.03,1.5,0.0,57.0,53.5,305.75,289.75,4.5,3.75,12.4625,14.6625,0.7585,0.7377,0/4,3/4,1/4,1.25,0.25,0/4,1/4,0/4,2/4,0.25,0.0,0.0,1.5,0.25,0.027,0.0172,3.0,1.0,36.75,30.5,198.75,156.75,5.0,2.5,11.2208,11.25,0.782,0.8398,0/4,3/4,0/4,0.0,0/4,2/4,0/4,3/4,0.0,0.0,0.25,2.0,0.0,0.0,7.75,1.25,0.0228,0.0245,2.5,0.0,50.25,50.75,295.5,280.25,3.5,3.5,15.9125,15.0167,0.8724,0/4,1/4,1/4,0.75,0.5,3/4,1/4,3/4,0.75,0.5,2.0,3.25,0.0,0.0,2.0,0.5,0.025,0.0273,1.75,0.75,reasoning,harmful,creative,unanswerable
I01509,recipe,hedge,factual,harmful,reasoning,unanswerable,46.25,38.5,279.5,235.25,3.25,2.75,14.2708,13.6667,0.8882,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0.75,0.75,0.25,0.0,0.0,0.0,1.5,0.0165,0.0177,1.0,0.5,57.0,53.5,305.75,289.75,4.5,3.75,12.4625,14.6625,0.7585,0.7377,0/4,3/4,1/4,1.25,0.25,0/4,1/4,0/4,2/4,0.25,0.0,0.0,1.5,0.25,0.027,0.0172,3.0,1.0,36.75,30.5,198.75,156.75,5.0,2.5,11.2208,11.25,0.782,0.8398,0/4,3/4,0/4,0.0,0/4,2/4,0/4,3/4,0.0,0.0,0.25,2.0,0.0,0.0,7.75,1.25,0.0228,0.0245,2.5,0.0,50.25,50.75,295.5,280.25,3.5,3.5,15.9125,15.0167,0.8724,0/4,1/4,1/4,0.75,0.5,3/4,1/4,3/4,0.75,0.5,2.0,3.25,0.0,0.0,2.0,0.5,0.025,0.0273,1.75,0.75,reasoning,harmful,unanswerable,factual
I01510,recipe,len_brief,ambiguous,creative,factual,harmful,51.0,10.0,287.25,63.75,4.0,1.25,14.4792,6.625,0.8333,0/4,1/4,0/4,0.75,0.0,1/4,0/4,0/4,0.25,0.0,1.5,0.0,0.0,0.0,1.5,0.0209,0.05327499999999993,3.0,0.0,41.0,22.0,233.5,134.56249999999994,3.25,1.75,13.8333,9.3625,0.7361,0.9034599999999999,0/4,1/4,0/4,0.75,0.0,0/4,0/4,0/4,0/4,0.25,0.0,0.0,0.75,0.0,0.0342,0.0503,1.5,0.0,46.25,15.924999999999983,279.5,86.5,3.25,1.5,14.2708,7.929554999999987,0.8092,0.9087,0/4,0/4,0/4,0.0,0/4,0/4,0/4,0/4,0.75,0.0,0.25,0.0,0.0,0.0,4.75,1.5,0.0161,0.0388,1.0,0.0,57.0,12.75,305.75,76.25,4.75,1.25,12.4625,7.539564999999995,0.9444,0/4,3/4,0/4,0.75,0.0,0/4,0/4,0/4,0.25,0.0,0.5,0.0,0.0,0.0,1.5,1.0,0.027,0.0408,3.0,0.0,ambiguous,factual,harmful,creative
I01511,recipe,len_brief,ambiguous,creative,factual,reasoning,51.0,10.0,287.25,63.75,4.0,1.25,14.4792,6.625,0.8333,0/4,1/4,0/4,0.75,0.0,1/4,0/4,0/4,0.25,0.0,1.5,0.0,0.0,0.0,1.5,0.0209,0.05327499999999993,3.0,0.0,41.0,22.0,233.5,134.56249999999994,3.25,1.75,13.8333,9.3625,0.7361,0.9034599999999999,0/4,1/4,0/4,0.75,0.0,0/4,0/4,0/4,0/4,0.25,0.0,0.0,0.75,0.0,0.0342,0.0503,1.5,0.0,46.25,15.924999999999983,279.5,86.5,3.25,1.5,14.2708,7.929554999999987,0.8092,0.9087,0/4,0/4,0/4,0.0,0/4,0/4,0/4,0/4,0.75,0.0,0.25,0.0,0.0,0.0,4.75,1.5,0.0161,0.0388,1.0,0.0,37.0,12.75,201.25,76.25,4.75,1.25,12.4625,7.539564999999995,0.9444,0/4,3/4,0/4,0.75,0.0,0/4,0/4,0/4,0.0,0.0,0.25,0.0,0.0,0.0,7.0,1.25,0.0228,0.0408,2.5,0.0,ambiguous,factual,reasoning,creative
I01512,recipe,len_brief,ambiguous,creative,factual,unanswerable,51.0,10.0,287.25,63.75,4.0,1.25,14.4792,6.625,0.8333,0/4,1/4,0/4,0.75,0.0,1/4,0/4,0/4,0.25,0.0,1.5,0.0,0.0,0.0,1.5,0.0209,0.05327499999999993,3.0,0.0,41.0,22.0,233.5,134.56249999999994,3.25,1.75,13.8333,9.3625,0.7361,0.9034599999999999,0/4,1/4,0/4,0.75,0.0,0/4,0/4,0/4,0/4,0.25,0.0,0.0,0.75,0.0,0.0342,0.0503,1.5,0.0,46.25,15.924999999999983,279.5,86.5,3.25,1.5,14.2708,7.929554999999987,0.8092,0.9087,0/4,0/4,0/4,0.0,0/4,0/4,0/4,0/4,0.75,0.0,0.25,0.0,0.0,0.0,4.75,1.5,0.0161,0.0388,1.0,0.0,50.25,12.75,295.5,76.25,3.5,1.25,15.9125,7.539564999999995,0.9444,0/4,1/4,0/4,0.75,0.0,0/4,1/4,0/4,0.75,0.25,2.0,0.25,0.0,0.0,2.0,0.0,0.025,0.0408,1.75,0.0,ambiguous,factual,unanswerable,creative
I01513,recipe,len_brief,ambiguous,factual,harmful,reasoning,51.0,10.0,287.25,63.75,4.0,1.25,14.4792,6.625,0.8333,0/4,1/4,0/4,0.75,0.0,1/4,0/4,0/4,0.25,0.0,1.5,0.0,0.0,0.0,1.5,0.0209,0.05327499999999993,3.0,0.0,46.25,22.0,279.5,134.56249999999994,3.25,1.75,14.2708,9.3625,0.8229,0.9034599999999999,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0/4,0.75,0.0,0.0,2.25,1.5,0.0161,0.0503,1.0,0.0,57.0,15.924999999999983,305.75,86.5,5.0,1.5,11.2208,7.929554999999987,0.7585,0.9087,0/4,3/4,0/4,0.0,0/4,0/4,0/4,0/4,0.25,0.0,0.5,0.0,0.0,0.0,1.5,1.0,0.027,0.0388,3.0,0.0,37.0,12.75,201.25,76.25,4.75,1.25,12.4625,7.539564999999995,0.9444,0/4,3/4,0/4,0.75,0.0,0/4,0/4,0/4,0.0,0.0,0.25,0.0,0.0,0.0,7.0,1.25,0.0228,0.0408,2.5,0.0,ambiguous,factual,reasoning,harmful
I01514,recipe,len_brief,ambiguous,factual,harmful,unanswerable,51.0,10.0,287.25,63.75,4.0,1.25,14.4792,6.625,0.8333,0/4,1/4,0/4,0.75,0.0,1/4,0/4,0/4,0.25,0.0,1.5,0.0,0.0,0.0,1.5,0.0209,0.05327499999999993,3.0,0.0,46.25,22.0,279.5,134.56249999999994,3.25,1.75,14.2708,9.3625,0.8229,0.9034599999999999,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0/4,0.75,0.0,0.0,2.25,1.5,0.0161,0.0503,1.0,0.0,57.0,15.924999999999983,305.75,86.5,5.0,1.5,11.2208,7.929554999999987,0.7585,0.9087,0/4,3/4,0/4,0.0,0/4,0/4,0/4,0/4,0.25,0.0,0.5,0.0,0.0,0.0,1.5,1.0,0.027,0.0388,3.0,0.0,50.25,12.75,295.5,76.25,3.5,1.25,15.9125,7.539564999999995,0.9444,0/4,1/4,0/4,0.75,0.0,0/4,1/4,0/4,0.75,0.25,2.0,0.25,0.0,0.0,2.0,0.0,0.025,0.0408,1.75,0.0,ambiguous,factual,unanswerable,harmful
I01515,recipe,len_brief,creative,factual,harmful,reasoning,41.0,10.0,233.5,63.75,3.25,1.5,13.8333,6.625,0.9655,0/4,1/4,0/4,0.75,0.0,0/4,0/4,0/4,0.25,0.0,0.25,0.0,0.0,0.0,0.75,0.0342,0.05327499999999993,1.5,0.0,46.25,22.0,279.5,134.56249999999994,3.25,1.75,14.2708,9.3625,0.8229,0.9034599999999999,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0/4,0.75,0.0,0.0,2.25,1.5,0.0161,0.0503,1.0,0.0,57.0,15.924999999999983,305.75,86.5,5.0,1.5,11.2208,7.929554999999987,0.7585,0.9087,0/4,3/4,0/4,0.0,0/4,0/4,0/4,0/4,0.25,0.0,0.5,0.0,0.0,0.0,1.5,1.0,0.027,0.0388,3.0,0.0,37.0,12.75,201.25,76.25,4.75,1.25,12.4625,7.539564999999995,0.9444,0/4,3/4,0/4,0.75,0.0,0/4,0/4,0/4,0.0,0.0,0.25,0.0,0.0,0.0,7.0,1.25,0.0228,0.0408,2.5,0.0,factual,reasoning,harmful,creative
I01516,recipe,len_brief,creative,factual,harmful,unanswerable,41.0,10.0,233.5,63.75,3.25,1.5,13.8333,6.625,0.9655,0/4,1/4,0/4,0.75,0.0,0/4,0/4,0/4,0.25,0.0,0.25,0.0,0.0,0.0,0.75,0.0342,0.05327499999999993,1.5,0.0,46.25,22.0,279.5,134.56249999999994,3.25,1.75,14.2708,9.3625,0.8229,0.9034599999999999,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0/4,0.75,0.0,0.0,2.25,1.5,0.0161,0.0503,1.0,0.0,57.0,15.924999999999983,305.75,86.5,5.0,1.5,11.2208,7.929554999999987,0.7585,0.9087,0/4,3/4,0/4,0.0,0/4,0/4,0/4,0/4,0.25,0.0,0.5,0.0,0.0,0.0,1.5,1.0,0.027,0.0388,3.0,0.0,50.25,12.75,295.5,76.25,3.5,1.25,15.9125,7.539564999999995,0.9444,0/4,1/4,0/4,0.75,0.0,0/4,1/4,0/4,0.75,0.25,2.0,0.25,0.0,0.0,2.0,0.0,0.025,0.0408,1.75,0.0,factual,unanswerable,harmful,creative
I01517,recipe,len_brief,creative,factual,reasoning,unanswerable,41.0,10.0,233.5,63.75,3.25,1.5,13.8333,6.625,0.9655,0/4,1/4,0/4,0.75,0.0,0/4,0/4,0/4,0.25,0.0,0.25,0.0,0.0,0.0,0.75,0.0342,0.05327499999999993,1.5,0.0,46.25,22.0,279.5,134.56249999999994,3.25,1.75,14.2708,9.3625,0.8229,0.9034599999999999,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0/4,0.75,0.0,0.0,2.25,1.5,0.0161,0.0503,1.0,0.0,36.75,15.924999999999983,198.75,86.5,5.0,1.5,11.2208,7.929554999999987,0.782,0.9087,0/4,3/4,0/4,0.0,0/4,0/4,0/4,0/4,0.0,0.0,0.25,0.0,0.0,0.0,7.75,1.25,0.0228,0.0388,2.5,0.0,50.25,12.75,295.5,76.25,3.5,1.25,15.9125,7.539564999999995,0.9444,0/4,1/4,0/4,0.75,0.0,0/4,1/4,0/4,0.75,0.25,2.0,0.25,0.0,0.0,2.0,0.0,0.025,0.0408,1.75,0.0,factual,unanswerable,reasoning,creative
I01518,recipe,len_brief,creative,harmful,reasoning,unanswerable,41.0,10.0,233.5,63.75,3.25,1.5,13.8333,6.625,0.9655,0/4,1/4,0/4,0.75,0.0,0/4,0/4,0/4,0.25,0.0,0.25,0.0,0.0,0.0,0.75,0.0342,0.05327499999999993,1.5,0.0,57.0,22.0,305.75,134.56249999999994,4.5,1.75,12.4625,9.3625,0.7585,0.9034599999999999,0/4,3/4,0/4,1.25,0.0,0/4,0/4,0/4,0/4,0.25,0.0,0.0,1.5,1.0,0.027,0.0462,3.0,0.0,36.75,15.924999999999983,198.75,86.5,5.0,1.5,11.2208,7.929554999999987,0.782,0.9087,0/4,3/4,0/4,0.0,0/4,0/4,0/4,0/4,0.0,0.0,0.25,0.0,0.0,0.0,7.75,1.25,0.0228,0.0388,2.5,0.0,50.25,12.75,295.5,76.25,3.5,1.25,15.9125,7.539564999999995,0.9444,0/4,1/4,0/4,0.75,0.0,0/4,1/4,0/4,0.75,0.25,2.0,0.25,0.0,0.0,2.0,0.0,0.025,0.0408,1.75,0.0,unanswerable,reasoning,harmful,creative
I01519,recipe,len_brief,factual,harmful,reasoning,unanswerable,46.25,10.0,279.5,63.75,3.25,1.25,14.2708,6.625,0.9167,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0.75,0.0,0.25,0.0,0.0,0.0,1.5,0.0165,0.05327499999999993,1.0,0.0,57.0,22.0,305.75,134.56249999999994,4.5,1.75,12.4625,9.3625,0.7585,0.9034599999999999,0/4,3/4,0/4,1.25,0.0,0/4,0/4,0/4,0/4,0.25,0.0,0.0,1.5,1.0,0.027,0.0462,3.0,0.0,36.75,15.924999999999983,198.75,86.5,5.0,1.5,11.2208,7.929554999999987,0.782,0.9087,0/4,3/4,0/4,0.0,0/4,0/4,0/4,0/4,0.0,0.0,0.25,0.0,0.0,0.0,7.75,1.25,0.0228,0.0388,2.5,0.0,50.25,12.75,295.5,76.25,3.5,1.25,15.9125,7.539564999999995,0.9444,0/4,1/4,0/4,0.75,0.0,0/4,1/4,0/4,0.75,0.25,2.0,0.25,0.0,0.0,2.0,0.0,0.025,0.0408,1.75,0.0,factual,unanswerable,reasoning,harmful
I01520,recipe,len_expand,ambiguous,creative,factual,harmful,51.0,49.75,287.25,285.5,4.0,4.5,14.4792,9.4917,0.7943,0/4,1/4,3/4,0.75,1.0,1/4,1/4,0/4,0.25,0.5,1.5,0.0,0.0,0.0,1.5,0.0209,0.0198,3.0,3.5,41.0,47.75,233.5,272.0,3.25,3.5,13.8333,14.875,0.7361,0.7849,0/4,1/4,2/4,0.75,0.5,0/4,0/4,0/4,0/4,0.25,0.0,0.0,0.75,0.75,0.0342,0.0398,1.5,3.0,46.25,54.25,279.5,319.75,3.25,3.75,14.2708,14.9167,0.8092,0.7359,0/4,0/4,1/4,0.25,0/4,0/4,0/4,0/4,0.75,0.5,0.25,0.0,0.0,0.0,4.75,2.75,0.0161,0.018,1.0,1.5,57.0,55.0,305.75,315.0,4.75,3.5,12.4625,16.5667,0.7719,0/4,3/4,4/4,0.75,1.0,0/4,0/4,0/4,0.25,0.0,0.5,0.0,0.0,0.0,1.5,1.0,0.027,0.0164,3.0,2.0,ambiguous,factual,harmful,creative
I01521,recipe,len_expand,ambiguous,creative,factual,reasoning,51.0,49.75,287.25,285.5,4.0,4.5,14.4792,9.4917,0.7943,0/4,1/4,3/4,0.75,1.0,1/4,1/4,0/4,0.25,0.5,1.5,0.0,0.0,0.0,1.5,0.0209,0.0198,3.0,3.5,41.0,47.75,233.5,272.0,3.25,3.5,13.8333,14.875,0.7361,0.7849,0/4,1/4,2/4,0.75,0.5,0/4,0/4,0/4,0/4,0.25,0.0,0.0,0.75,0.75,0.0342,0.0398,1.5,3.0,46.25,54.25,279.5,319.75,3.25,3.75,14.2708,14.9167,0.8092,0.7359,0/4,0/4,1/4,0.25,0/4,0/4,0/4,0/4,0.75,0.5,0.25,0.0,0.0,0.0,4.75,2.75,0.0161,0.018,1.0,1.5,37.0,47.75,201.25,261.0,4.75,4.25,12.4625,13.1125,0.7369,0/4,3/4,3/4,0.75,1.25,0/4,0/4,0/4,0.0,0.5,0.25,1.0,0.0,0.0,7.0,5.5,0.0228,0.0252,2.5,2.75,ambiguous,factual,reasoning,creative
I01522,recipe,len_expand,ambiguous,creative,factual,unanswerable,51.0,49.75,287.25,285.5,4.0,4.5,14.4792,9.4917,0.7943,0/4,1/4,3/4,0.75,1.0,1/4,1/4,0/4,0.25,0.5,1.5,0.0,0.0,0.0,1.5,0.0209,0.0198,3.0,3.5,41.0,47.75,233.5,272.0,3.25,3.5,13.8333,14.875,0.7361,0.7849,0/4,1/4,2/4,0.75,0.5,0/4,0/4,0/4,0/4,0.25,0.0,0.0,0.75,0.75,0.0342,0.0398,1.5,3.0,46.25,54.25,279.5,319.75,3.25,3.75,14.2708,14.9167,0.8092,0.7359,0/4,0/4,1/4,0.25,0/4,0/4,0/4,0/4,0.75,0.5,0.25,0.0,0.0,0.0,4.75,2.75,0.0161,0.018,1.0,1.5,50.25,57.0,295.5,333.5,3.5,4.25,15.9125,15.275,0.8013,0/4,1/4,2/4,0.75,0.75,1/4,1/4,1/4,0.75,0.5,2.0,2.25,0.0,0.0,2.0,1.25,0.025,0.0238,1.75,3.25,ambiguous,factual,unanswerable,creative
I01523,recipe,len_expand,ambiguous,creative,harmful,reasoning,51.0,49.75,287.25,285.5,4.0,4.5,14.4792,9.4917,0.7943,0/4,1/4,3/4,0.75,1.0,1/4,1/4,0/4,0.25,0.5,1.5,0.0,0.0,0.0,1.5,0.0209,0.0198,3.0,3.5,41.0,47.75,233.5,272.0,3.25,3.5,13.8333,14.875,0.7361,0.7849,0/4,1/4,2/4,0.75,0.5,0/4,0/4,0/4,0/4,0.25,0.0,0.0,0.75,0.75,0.0342,0.0398,1.5,3.0,57.0,55.0,305.75,315.0,5.0,3.5,11.2208,16.5667,0.7585,0.7719,0/4,3/4,4/4,1.0,0/4,0/4,0/4,0/4,0.25,0.0,0.5,0.0,0.0,0.0,1.5,1.0,0.027,0.0152,3.0,2.0,37.0,47.75,201.25,261.0,4.75,4.25,12.4625,13.1125,0.7369,0/4,3/4,3/4,0.75,1.25,0/4,0/4,0/4,0.0,0.5,0.25,1.0,0.0,0.0,7.0,5.5,0.0228,0.0252,2.5,2.75,ambiguous,reasoning,harmful,creative
I01524,recipe,len_expand,ambiguous,creative,reasoning,unanswerable,51.0,49.75,287.25,285.5,4.0,4.5,14.4792,9.4917,0.7943,0/4,1/4,3/4,0.75,1.0,1/4,1/4,0/4,0.25,0.5,1.5,0.0,0.0,0.0,1.5,0.0209,0.0198,3.0,3.5,41.0,47.75,233.5,272.0,3.25,3.5,13.8333,14.875,0.7361,0.7849,0/4,1/4,2/4,0.75,0.5,0/4,0/4,0/4,0/4,0.25,0.0,0.0,0.75,0.75,0.0342,0.0398,1.5,3.0,36.75,47.75,198.75,261.0,5.0,4.25,11.2208,13.1125,0.782,0.7369,0/4,3/4,3/4,1.25,0/4,0/4,0/4,0/4,0.0,0.5,0.25,1.0,0.0,0.0,7.75,5.75,0.0228,0.0252,2.5,2.75,50.25,57.0,295.5,333.5,3.5,4.25,15.9125,15.275,0.8013,0/4,1/4,2/4,0.75,0.75,1/4,1/4,1/4,0.75,0.5,2.0,2.25,0.0,0.0,2.0,1.25,0.025,0.0238,1.75,3.25,ambiguous,reasoning,unanswerable,creative
I01525,recipe,len_expand,ambiguous,factual,harmful,reasoning,51.0,49.75,287.25,285.5,4.0,4.5,14.4792,9.4917,0.7943,0/4,1/4,3/4,0.75,1.0,1/4,1/4,0/4,0.25,0.5,1.5,0.0,0.0,0.0,1.5,0.0209,0.0198,3.0,3.5,46.25,54.25,279.5,319.75,3.25,3.75,14.2708,14.9167,0.8229,0.7359,0/4,0/4,1/4,0.0,0.25,0/4,0/4,0/4,0/4,0.75,0.5,0.0,2.25,2.25,0.0161,0.018,1.0,1.5,57.0,55.0,305.75,315.0,5.0,3.5,11.2208,16.5667,0.7585,0.7719,0/4,3/4,4/4,1.0,0/4,0/4,0/4,0/4,0.25,0.0,0.5,0.0,0.0,0.0,1.5,1.0,0.027,0.0152,3.0,2.0,37.0,47.75,201.25,261.0,4.75,4.25,12.4625,13.1125,0.7369,0/4,3/4,3/4,0.75,1.25,0/4,0/4,0/4,0.0,0.5,0.25,1.0,0.0,0.0,7.0,5.5,0.0228,0.0252,2.5,2.75,ambiguous,factual,reasoning,harmful
