stock_code,description,median_unit_price,n_invoices,first_seen,last_seen
22916,HERB MARKER THYME,0.65,229,2010-11-21,2011-11-14
22917,HERB MARKER ROSEMARY,0.65,227,2010-11-21,2011-11-14
22918,HERB MARKER PARSLEY,0.65,226,2010-11-21,2011-11-14
22919,HERB MARKER MINT,0.65,227,2010-11-22,2011-11-08
22920,HERB MARKER BASIL,0.65,226,2010-11-21,2011-11-14
22921,HERB MARKER CHIVES,0.65,202,2010-11-21,2011-11-08
22922,FRIDGE MAGNETS US DINER ASSORTED,0.85,103,2010-11-19,2011-11-10
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,0.85,82,2010-11-19,2011-11-14
22924,FRIDGE MAGNETS LA VIE EN ROSE,0.85,83,2010-11-19,2011-11-14
22925,BLUE GIANT GARDEN THERMOMETER,5.95,191,2010-11-22,2011-10-28
22926,IVORY GIANT GARDEN THERMOMETER,5.95,216,2010-11-21,2011-05-10
22927,GREEN GIANT GARDEN THERMOMETER,5.95,161,2010-11-21,2011-09-29
22928,YELLOW GIANT GARDEN THERMOMETER,5.95,94,2010-11-22,2011-11-14
22929,SCHOOL DESK AND CHAIR,65.0,17,2010-11-24,2011-10-26
22930,BAKING MOULD HEART MILK CHOCOLATE,2.55,174,2010-12-08,2011-11-11
22931,BAKING MOULD HEART WHITE CHOCOLATE,2.55,119,2010-12-08,2011-11-11
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,2.55,68,2010-12-08,2011-11-10
22933,BAKING MOULD EASTER EGG MILK CHOC,2.95,119,2010-12-09,2011-10-25
22934,BAKING MOULD EASTER EGG WHITE CHOC,2.95,78,2010-12-10,2011-11-11
22935,BAKING MOULD ROSE MILK CHOCOLATE,3.25,58,2010-12-08,2011-11-11
22936,BAKING MOULD ROSE WHITE CHOCOLATE,3.25,42,2010-12-08,2011-11-04
22937,BAKING MOULD CHOCOLATE CUPCAKES,2.55,153,2010-12-08,2011-11-03
22938,CUPCAKE LACE PAPER SET 6,1.95,258,2010-09-20,2011-11-14
22939,APRON APPLE DELIGHT,4.95,171,2010-09-26,2011-11-14
22940,FELTCRAFT CHRISTMAS FAIRY,4.25,515,2010-09-06,2011-11-14
22941,CHRISTMAS LIGHTS 10 REINDEER,8.5,386,2010-10-21,2011-11-14
22942,CHRISTMAS LIGHTS 10 SANTAS,8.5,190,2010-10-21,2011-11-14
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,4.95,335,2010-10-21,2011-11-14
22944,CHRISTMAS METAL POSTCARD WITH BELLS,0.97,128,2010-09-19,2011-11-14
22945,CHRISTMAS METAL TAGS ASSORTED,0.85,312,2010-09-19,2011-11-14
22946,WOODEN ADVENT CALENDAR CREAM,16.95,255,2010-09-16,2011-11-14
22947,WOODEN ADVENT CALENDAR RED,16.95,181,2010-09-16,2011-11-14
22948,METAL DECORATION NAUGHTY CHILDREN,0.85,152,2010-09-16,2011-11-14
22949,36 DOILIES DOLLY GIRL,1.45,169,2010-09-19,2011-11-14
22950,36 DOILIES VINTAGE CHRISTMAS,1.45,352,2010-09-19,2011-11-07
22951,60 CAKE CASES DOLLY GIRL DESIGN,0.55,585,2010-09-19,2011-11-14
22952,60 CAKE CASES VINTAGE CHRISTMAS,0.55,984,2010-09-17,2011-11-14
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,1.25,111,2010-11-04,2011-11-14
22954,HEN PARTY CORDON BARRIER TAPE,1.25,48,2010-11-05,2011-11-13
22955,36 FOIL STAR CAKE CASES,2.1,165,2010-11-04,2011-11-14
22956,36 FOIL HEART CAKE CASES,2.1,239,2010-11-04,2011-11-14
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,2.95,214,2011-01-14,2011-09-29
22959,WRAP CHRISTMAS VILLAGE,0.42,249,2010-09-06,2011-11-14
22960,JAM MAKING SET WITH JARS,4.25,1052,2010-11-28,2011-11-14
22961,JAM MAKING SET PRINTED,1.45,1100,2010-07-23,2011-11-14
22962,JAM JAR WITH PINK LID,0.85,333,2010-11-28,2011-11-14
22963,JAM JAR WITH GREEN LID,0.85,297,2010-07-23,2011-11-14
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2.1,363,2010-11-21,2011-11-13
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,2.1,231,2010-11-21,2011-11-13
22966,GINGERBREAD MAN COOKIE CUTTER,1.25,627,2010-11-09,2011-11-14
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,2.95,137,2011-01-14,2011-06-06
22968,ROSE COTTAGE KEEPSAKE BOX,9.95,299,2010-10-29,2011-11-14
22969,HOMEMADE JAM SCENTED CANDLES,1.45,659,2010-11-21,2011-11-14
22970,LONDON BUS COFFEE MUG,2.55,282,2010-12-15,2011-11-14
22971,QUEENS GUARD COFFEE MUG,2.55,246,2010-12-16,2011-11-14
22972,CHILDREN'S SPACEBOY MUG,1.65,214,2010-11-24,2011-11-13
22973,CHILDREN'S CIRCUS PARADE MUG,1.65,142,2010-11-23,2011-11-11
22974,CHILDRENS DOLLY GIRL MUG,1.65,185,2010-11-24,2011-11-14
22975,SPACEBOY CHILDRENS EGG CUP,1.25,167,2010-11-24,2011-11-11
22976,CIRCUS PARADE CHILDRENS EGG CUP,1.25,136,2010-11-24,2011-11-11
22977,DOLLY GIRL CHILDRENS EGG CUP,1.25,127,2010-11-24,2011-11-14
22978,PANTRY ROLLING PIN,3.75,213,2011-02-17,2011-11-13
22979,PANTRY WASHING UP BRUSH,1.45,344,2011-03-02,2011-11-14
22980,PANTRY SCRUBBING BRUSH,1.65,270,2011-02-16,2011-11-14
22981,PANTRY APPLE CORER,1.45,86,2011-03-03,2011-11-11
22982,PANTRY PASTRY BRUSH,1.25,184,2011-03-02,2011-11-13
22983,CARD BILLBOARD FONT,0.42,512,2010-09-14,2011-11-14
22984,CARD GINGHAM ROSE,0.42,202,2010-09-12,2011-11-13
22985,"WRAP, BILLBOARD FONTS DESIGN",0.42,130,2010-09-07,2011-11-09
22986,GINGHAM ROSE WRAP,0.42,198,2010-09-07,2011-11-10
22987,"WRAP , SUMMER ROSE DESIGN",0.42,11,2010-09-07,2011-10-10
22988,SOLDIERS EGG CUP,1.25,384,2010-11-23,2011-11-14
22989,SET 2 PANTRY DESIGN TEA TOWELS,3.25,335,2011-02-03,2011-11-13
22990,COTTON APRON PANTRY DESIGN,4.95,143,2011-02-06,2011-11-13
22991,GIRAFFE WOODEN RULER,1.95,214,2011-02-17,2011-11-14
22992,REVOLVER WOODEN RULER,1.95,256,2011-02-17,2011-11-14
22993,SET OF 4 PANTRY JELLY MOULDS,1.25,956,2011-02-16,2011-11-14
22994,TRAVEL CARD WALLET RETROSPOT,0.42,181,2011-02-16,2011-11-14
22995,TRAVEL CARD WALLET SUKI,0.42,227,2011-02-17,2011-11-14
22996,TRAVEL CARD WALLET VINTAGE TICKET,0.42,347,2011-02-17,2011-11-14
22997,TRAVEL CARD WALLET UNION JACK,0.42,182,2011-02-17,2011-11-14
22998,TRAVEL CARD WALLET KEEP CALM,0.42,473,2011-02-16,2011-11-14
22999,TRAVEL CARD WALLET RETRO PETALS,0.42,193,2011-02-17,2011-11-10
23000,TRAVEL CARD WALLET TRANSPORT,0.42,244,2011-02-16,2011-11-14
23002,TRAVEL CARD WALLET SKULLS,0.42,163,2011-02-16,2011-11-14
23003,TRAVEL CARD WALLET VINTAGE ROSE,0.42,53,2011-02-16,2011-06-12
23004,TRAVEL CARD WALLET PANTRY,0.42,187,2011-02-16,2011-11-14
23005,TRAVEL CARD WALLET I LOVE LONDON,0.42,192,2011-02-17,2011-11-14
23006,TRAVEL CARD WALLET FLOWER MEADOW,0.42,155,2011-02-16,2011-11-11
23007,SPACEBOY BABY GIFT SET,16.95,152,2011-03-09,2011-11-14
23008,DOLLY GIRL BABY GIFT SET,16.95,119,2011-03-09,2011-11-11
23009,I LOVE LONDON BABY GIFT SET,16.95,81,2011-03-09,2011-11-09
23010,CIRCUS PARADE BABY GIFT SET,16.95,95,2011-03-09,2011-11-11
23012,GLASS APOTHECARY BOTTLE PERFUME,3.95,206,2011-06-14,2011-11-14
23013,GLASS APOTHECARY BOTTLE TONIC,3.95,172,2011-06-14,2011-11-14
23014,GLASS APOTHECARY BOTTLE ELIXIR,3.95,177,2011-06-14,2011-11-14
23015,CORDIAL GLASS JUG,8.25,17,2011-06-17,2011-11-03
23016,GLASS TWIST BON BON JAR,7.85,18,2011-06-16,2011-11-09
23017,APOTHECARY MEASURING JAR,12.5,19,2011-06-26,2011-11-13
23018,LARGE APOTHECARY MEASURING JAR,12.5,20,2011-06-26,2011-11-03
23019,SMALL APOTHECARY MEASURING JAR,8.25,22,2011-06-21,2011-10-11
23020,GLASS  SONGBIRD STORAGE JAR,12.5,63,2011-06-14,2011-11-11
23021,GLASS BONNE JAM JAR,4.15,25,2011-06-20,2011-10-20
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,2.08,19,2011-06-15,2011-11-14
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,1.65,22,2011-06-20,2011-11-14
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,2.89,11,2011-06-22,2011-11-14
23025,DRAWER KNOB VINTAGE GLASS BALL,2.08,47,2011-06-27,2011-11-10
23026,DRAWER KNOB VINTAGE GLASS STAR,2.08,55,2011-06-16,2011-11-11
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,2.08,24,2011-06-22,2011-11-10
23028,DRAWER KNOB CRACKLE GLAZE BLUE,1.65,137,2011-06-14,2011-11-02
23029,DRAWER KNOB CRACKLE GLAZE GREEN,1.65,138,2011-06-14,2011-11-14
23031,DRAWER KNOB CRACKLE GLAZE PINK,1.65,135,2011-06-14,2011-11-14
23032,DRAWER KNOB CRACKLE GLAZE IVORY,1.65,196,2011-06-14,2011-11-11
23033,DRAWER KNOB CERAMIC RED,1.45,65,2011-06-14,2011-11-10
23034,DRAWER KNOB CERAMIC BLACK,1.45,77,2011-06-14,2011-11-13
23035,DRAWER KNOB CERAMIC IVORY,1.45,151,2011-06-14,2011-11-13
23036,T-LIGHT HOLDER SILVER PETIT FOUR,1.25,11,2011-06-22,2011-11-11
23037,CANDLE HOLDER SILVER MADELINE,1.65,15,2011-06-24,2011-11-13
23038,T-LIGHT HOLDER SILVER SAUCER,0.83,5,2011-07-11,2011-10-31
23039,T-LIGHT HOLDER SILVER HEART HANDLE,1.95,19,2011-06-19,2011-11-13
23040,PAPER LANTERN 9 POINT SNOW STAR,5.75,26,2011-04-28,2011-11-09
23041,PAPER LANTERN 9 POINT SNOW STAR,4.15,42,2011-04-28,2011-11-14
23042,PAPER LANTERN 7 POINT SNOW STAR,6.65,22,2011-04-28,2011-11-14
23043,PAPER LANTERN 9 POINT HOLLY STAR L,6.25,18,2011-05-05,2011-11-08
23044,PAPER LANTERN 9 POINT HOLLY STAR S,4.15,21,2011-05-08,2011-11-09
23045,PAPER LANTERN 5 POINT STAR MOON,4.15,19,2011-05-05,2011-11-04
23046,PAPER LANTERN 9 POINT DELUXE STAR,6.65,26,2011-05-08,2011-11-01
23047,PAPER LANTERN 5 POINT SEQUIN STAR,5.75,23,2011-05-08,2011-10-23
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,4.15,87,2011-04-28,2011-11-14
23049,RECYCLED ACAPULCO MAT RED,8.25,179,2011-03-04,2011-11-08
23050,RECYCLED ACAPULCO MAT GREEN,8.25,197,2011-03-04,2011-11-14
23051,RECYCLED ACAPULCO MAT BLUE,8.25,157,2011-03-04,2011-11-11
23052,RECYCLED ACAPULCO MAT TURQUOISE,8.25,268,2011-03-04,2011-11-14
23053,RECYCLED ACAPULCO MAT PINK,8.25,158,2011-03-04,2011-10-27
23054,RECYCLED ACAPULCO MAT LAVENDER,8.25,126,2011-03-04,2011-11-14
23055,IVORY CHANDELIER T-LIGHT HOLDER,6.25,36,2011-04-19,2011-11-08
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,6.25,36,2011-04-19,2011-11-10
23057,BEADED CHANDELIER T-LIGHT HOLDER,4.95,42,2011-04-18,2011-10-25
23058,CHRISTMAS HANGING SNOWFLAKE,0.79,23,2011-09-14,2011-11-11
23060,HEART BEADED TRELLIS DECORATION,2.08,37,2011-04-18,2011-11-14
23061,VINTAGE EMBOSSED HEART,1.25,103,2011-04-19,2011-11-13
23064,CINDERELLA CHANDELIER,49.95,23,2011-04-28,2011-11-03
23065,LARGE DECO JEWELLERY STAND,12.5,99,2011-04-15,2011-10-20
23066,SMALL DECO JEWELLERY STAND,8.25,85,2011-04-18,2011-10-13
23067,HANGING ENGRAVED METAL HEART,4.15,68,2011-04-26,2011-11-14
23068,ALUMINIUM STAMPED HEART,2.49,121,2011-04-18,2011-11-14
23069,EDWARDIAN PHOTO FRAME,6.25,31,2011-04-26,2011-11-13
23070,EDWARDIAN HEART PHOTO FRAME,4.15,37,2011-05-04,2011-11-13
23071,MARIE ANTOINETTE TRINKET BOX GOLD,12.5,19,2011-04-20,2011-10-26
23072,MARIE ANTOINETTE TRINKET BOX SILVER,12.5,30,2011-05-08,2011-10-26
23073,GEORGIAN TRINKET BOX,12.5,55,2011-04-19,2011-11-11
23074,EMBOSSED HEART TRINKET BOX,2.08,26,2011-09-11,2011-11-11
23075,PARLOUR CERAMIC WALL HOOK,4.15,68,2011-04-18,2011-11-14
23076,ICE CREAM SUNDAE LIP GLOSS,1.25,240,2011-03-24,2011-11-11
23077,DOUGHNUT LIP GLOSS,1.25,282,2011-03-24,2011-11-14
23078,ICE CREAM PEN LIP GLOSS,1.25,225,2011-03-24,2011-11-14
23079,TOADSTOOL BEDSIDE LIGHT,8.95,85,2011-05-11,2011-11-14
23080,RED METAL BOX TOP SECRET,8.25,190,2011-05-11,2011-11-14
23081,GREEN METAL BOX ARMY SUPPLIES,8.25,106,2011-05-10,2011-11-14
23082,SET 6 PAPER TABLE LANTERN HEARTS,3.75,224,2011-05-11,2011-11-14
23083,SET 6 PAPER TABLE LANTERN STARS,3.75,164,2011-05-15,2011-11-14
23084,RABBIT NIGHT LIGHT,2.08,596,2011-05-10,2011-11-14
23085,ANTIQUE SILVER BAUBLE LAMP,10.4,52,2011-05-16,2011-11-14
23086,ZINC  STAR T-LIGHT HOLDER,1.25,41,2011-05-16,2011-11-10
23087,ZINC  HEART T-LIGHT HOLDER,1.25,59,2011-05-13,2011-11-11
23088,ZINC HEART FLOWER T-LIGHT HOLDER,1.25,65,2011-05-12,2011-11-10
23089,GLASS BON BON JAR,1.95,177,2011-05-12,2011-11-14
23090,VINTAGE GLASS T-LIGHT HOLDER,0.83,98,2011-05-16,2011-11-14
23091,ZINC HERB GARDEN CONTAINER,6.25,209,2011-05-11,2011-11-10
23092,LARGE ANTIQUE WHITE PHOTO FRAME,7.9,121,2011-05-16,2011-11-14
23093,SMALL PARISIENNE HEART PHOTO FRAME,2.49,127,2011-05-11,2011-11-13
23094,LE GRAND TRAY CHIC SET,12.5,76,2011-05-11,2011-11-13
23096,PETIT TRAY CHIC,1.65,115,2011-05-10,2011-11-13
23099,FRENCH CARRIAGE LANTERN,6.65,49,2011-05-16,2011-11-14
23100,SILVER BELLS TABLE DECORATION,1.25,186,2011-05-11,2011-11-14
23101,SILVER STARS TABLE DECORATION,0.83,166,2011-05-12,2011-11-14
23102,SILVER HEARTS TABLE DECORATION,0.83,131,2011-05-11,2011-11-11
23103,JINGLE BELL HEART DECORATION,1.65,275,2011-05-11,2011-11-14
23104,IVORY CAFE HANGING LAMP,12.5,30,2011-05-11,2011-11-10
23106,ZINC HEARTS PLANT POT HOLDER,2.89,46,2011-05-13,2011-11-14
23107,WHITE HEARTS WIRE PLANT POT HOLDER,2.89,62,2011-05-12,2011-11-13
23108,SET OF 10 LED DOLLY LIGHTS,6.25,316,2011-05-11,2011-11-14
23109,PACK OF SIX LED TEA LIGHTS,2.89,194,2011-05-11,2011-11-14
23110,PARISIENNE KEY CABINET,5.75,226,2011-05-11,2011-11-10
23111,PARISIENNE SEWING BOX,12.5,112,2011-05-11,2011-11-10
23112,PARISIENNE CURIO CABINET,7.5,210,2011-05-11,2011-11-14
23113,PANTRY CHOPPING BOARD,4.95,43,2011-09-16,2011-11-13
23114,VINTAGE LEAF CHOPPING BOARD,4.95,31,2011-09-30,2011-11-11
23115,RED APPLES CHOPPING BOARD,4.95,27,2011-09-30,2011-11-14
23116,VEGETABLE GARDEN CHOPPING BOARD,4.95,11,2011-09-30,2011-11-13
23117,POPPY FIELDS CHOPPING BOARD,4.95,31,2011-09-30,2011-11-14
23118,PARISIENNE JEWELLERY DRAWER,7.5,220,2011-05-10,2011-11-09
23119,PACK OF 6 LARGE FRUIT STRAWS,0.62,129,2011-06-17,2011-11-14
23120,PACK OF 6 SMALL FRUIT STRAWS,0.42,82,2011-06-17,2011-11-14
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,0.42,94,2011-06-17,2011-11-14
23122,PARTY CHARMS 50 PIECES,0.83,114,2011-06-17,2011-11-14
23123,COCKTAIL SWORDS 50 PIECES,0.83,79,2011-06-17,2011-11-13
23124,18PC WOODEN CUTLERY SET DISPOSABLE,1.25,43,2011-06-17,2011-11-03
23125,6PC WOOD PLATE SET DISPOSABLE,2.46,36,2011-06-17,2011-11-03
23126,FELTCRAFT GIRL AMELIE KIT,4.95,231,2011-03-02,2011-11-14
23127,FELTCRAFT GIRL NICOLE KIT,4.95,160,2011-03-02,2011-11-14
23128,FELTCRAFT BOY JEAN-PAUL KIT,4.95,117,2011-03-03,2011-11-10
23129,HEART SHAPED HOLLY WREATH,4.15,145,2011-05-18,2011-11-14
23130,MISTLETOE HEART WREATH GREEN,4.15,146,2011-05-01,2011-11-14
23131,MISTLETOE HEART WREATH CREAM,4.15,96,2011-04-26,2011-11-10
23132,SMALL IVORY HEART WALL ORGANISER,5.75,131,2011-04-19,2011-11-14
23133,LARGE IVORY HEART WALL ORGANISER,8.25,140,2011-04-20,2011-11-13
23134,LARGE ZINC HEART WALL ORGANISER,8.25,38,2011-04-20,2011-09-18
23135,SMALL ZINC HEART WALL ORGANISER,5.75,42,2011-04-19,2011-10-26
23136,IVORY WIRE SWEETHEART LETTER TRAY,3.75,41,2011-04-21,2011-10-30
23137,ZINC WIRE SWEETHEART LETTER TRAY,3.75,15,2011-04-21,2011-10-27
23138,SINGLE WIRE HOOK IVORY HEART,1.45,76,2011-04-21,2011-11-11
23139,SINGLE WIRE HOOK PINK HEART,1.45,22,2011-04-21,2011-11-09
23140,TRIPLE WIRE HOOK IVORY HEART,4.15,52,2011-04-19,2011-11-13
23141,TRIPLE WIRE HOOK PINK HEART,4.15,20,2011-04-19,2011-10-19
23142,IVORY WIRE KITCHEN ORGANISER,10.4,38,2011-04-21,2011-10-24
23143,ZINC WIRE KITCHEN ORGANISER,10.4,7,2011-05-04,2011-11-06
23144,ZINC T-LIGHT HOLDER STARS SMALL,0.83,242,2011-04-21,2011-11-14
23145,ZINC T-LIGHT HOLDER STAR LARGE,0.95,154,2011-04-21,2011-11-14
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,3.29,210,2011-04-19,2011-11-11
23147,SINGLE ANTIQUE ROSE HOOK IVORY,1.45,239,2011-04-21,2011-11-14
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,0.83,219,2011-04-21,2011-11-14
23149,ANTIQUE IVORY WIRE BOWL SMALL,2.49,19,2011-05-03,2011-10-26
23150,IVORY SWEETHEART SOAP DISH,2.49,41,2011-04-21,2011-11-14
23151,ZINC SWEETHEART SOAP DISH,2.49,12,2011-05-05,2011-10-16
23152,IVORY SWEETHEART WIRE LETTER RACK,3.75,151,2011-04-20,2011-11-14
23153,ZINC SWEETHEART WIRE LETTER RACK,3.75,77,2011-04-18,2011-11-09
23154,SET OF 4 JAM JAR MAGNETS,2.08,205,2011-03-25,2011-11-14
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,0.83,125,2011-03-25,2011-11-14
23156,SET OF 5 MINI GROCERY MAGNETS,2.08,171,2011-03-25,2011-11-14
23157,SET OF 6 NATIVITY MAGNETS,2.08,131,2011-03-31,2011-11-14
23158,SET OF 5 LUCKY CAT MAGNETS,2.08,197,2011-03-25,2011-11-14
23159,SET OF 5 PANCAKE DAY MAGNETS,2.08,199,2011-03-25,2011-11-14
23160,REGENCY TEA SPOON,1.25,70,2011-05-03,2011-10-26
23161,REGENCY CAKE FORK,1.25,87,2011-05-03,2011-11-14
23162,REGENCY TEA STRAINER,3.75,155,2011-04-27,2011-11-14
23163,REGENCY SUGAR TONGS,2.49,183,2011-04-27,2011-11-14
23164,REGENCY CAKE SLICE,4.95,80,2011-05-03,2011-11-09
23165,LARGE CERAMIC TOP STORAGE JAR,1.65,234,2011-05-12,2011-11-14
23166,MEDIUM CERAMIC TOP STORAGE JAR,1.25,205,2011-01-18,2011-11-14
23167,SMALL CERAMIC TOP STORAGE JAR,0.83,196,2011-05-11,2011-11-13
23168,CLASSIC CAFE SUGAR DISPENSER,1.25,275,2011-05-12,2011-11-14
23169,CLASSIC GLASS COOKIE JAR,4.15,267,2011-05-12,2011-11-14
23170,REGENCY TEA PLATE ROSES,1.65,400,2011-05-10,2011-11-14
23171,REGENCY TEA PLATE GREEN,1.65,345,2011-05-10,2011-11-14
23172,REGENCY TEA PLATE PINK,1.65,266,2011-05-10,2011-11-14
23173,REGENCY TEAPOT ROSES,9.95,372,2011-05-10,2011-11-14
23174,REGENCY SUGAR BOWL GREEN,4.15,289,2011-05-10,2011-11-13
23175,REGENCY MILK JUG PINK,3.25,290,2011-05-10,2011-11-13
23176,ABC TREASURE BOOK BOX,2.25,198,2011-03-02,2011-11-14
23177,TREASURE ISLAND BOOK BOX,2.25,221,2011-03-02,2011-11-14
23178,JAM CLOCK MAGNET,2.89,55,2011-03-03,2011-11-11
23179,CLOCK MAGNET MUM'S KITCHEN,2.89,44,2011-03-03,2011-11-11
23180,MUM'S KITCHEN CLOCK,4.95,42,2011-03-04,2011-11-10
23181,BULL DOG BOTTLE TOP WALL CLOCK,8.25,76,2011-03-08,2011-11-10
23182,TOILET SIGN OCCUPIED OR VACANT,0.83,391,2011-03-01,2011-11-14
23183,MOTHER'S KITCHEN SPOON REST,3.75,76,2011-03-03,2011-11-14
23184,BULL DOG BOTTLE OPENER,4.95,221,2011-03-06,2011-11-14
23185,FRENCH STYLE STORAGE JAR JAM,0.29,25,2011-03-04,2011-11-07
23186,FRENCH STYLE STORAGE JAR CAFE,0.29,58,2011-03-08,2011-11-10
23187,FRENCH STYLE STORAGE JAR BONBONS,0.29,74,2011-03-08,2011-11-03
23188,VINTAGE  2 METER FOLDING RULER,1.65,252,2011-06-14,2011-11-14
23189,SET OF 12 FORK CANDLES,2.89,108,2011-08-03,2011-11-14
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,1.65,179,2011-05-09,2011-11-14
23191,BUNDLE OF 3 RETRO NOTE BOOKS,1.65,235,2011-05-10,2011-11-14
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1.65,290,2011-05-10,2011-11-14
23193,BUFFALO BILL TREASURE BOOK BOX,2.25,143,2011-03-02,2011-11-14
23194,GYMKHANA TREASURE BOOK BOX,2.25,177,2011-03-02,2011-11-14
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1.45,234,2011-06-23,2011-11-13
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1.45,181,2011-06-23,2011-11-14
23198,PANTRY MAGNETIC  SHOPPING LIST,1.45,376,2011-06-22,2011-11-14
23199,JUMBO BAG APPLES,2.08,879,2011-04-11,2011-11-14
23200,JUMBO BAG PEARS,2.08,525,2011-05-06,2011-11-14
23201,JUMBO BAG ALPHABET,2.08,793,2011-04-11,2011-11-14
23202,JUMBO BAG VINTAGE LEAF,2.08,758,2011-05-06,2011-11-14
23203,JUMBO BAG VINTAGE DOILY,2.08,1069,2011-05-06,2011-11-14
23204,CHARLOTTE BAG APPLES DESIGN,0.85,516,2011-04-11,2011-11-14
23205,CHARLOTTE BAG VINTAGE ALPHABET,0.85,405,2011-04-11,2011-11-14
23206,LUNCH BAG APPLE DESIGN,1.65,930,2011-04-11,2011-11-14
23207,LUNCH BAG ALPHABET DESIGN,1.65,662,2011-04-11,2011-11-14
23208,LUNCH BAG VINTAGE LEAF DESIGN,1.65,591,2011-04-12,2011-11-14
23209,LUNCH BAG DOILEY PATTERN,1.65,974,2011-05-08,2011-11-14
23210,WHITE ROCKING HORSE HAND PAINTED,1.25,122,2011-06-02,2011-11-13
23211,RED ROCKING HORSE HAND PAINTED,1.25,99,2011-06-02,2011-11-13
23212,HEART WREATH DECORATION WITH BELL,1.25,124,2011-06-02,2011-11-14
23213,STAR WREATH DECORATION WITH BELL,1.25,102,2011-06-02,2011-11-14
23214,JINGLE BELL HEART ANTIQUE GOLD,2.08,73,2011-06-01,2011-11-14
23215,JINGLE BELL HEART ANTIQUE SILVER,2.08,152,2011-06-01,2011-11-14
23216,LAUREL HEART ANTIQUE GOLD,1.25,30,2011-06-02,2011-11-14
23217,LAUREL HEART ANTIQUE SILVER,1.25,71,2011-06-02,2011-11-14
23218,LAUREL STAR ANTIQUE GOLD,1.25,23,2011-07-18,2011-11-14
23219,LAUREL STAR ANTIQUE SILVER,1.25,34,2011-06-02,2011-11-09
23220,REINDEER HEART DECORATION GOLD,0.83,61,2011-06-09,2011-11-14
23221,REINDEER HEART DECORATION SILVER,0.83,96,2011-05-31,2011-11-14
23222,CHRISTMAS TREE HANGING GOLD,0.83,56,2011-06-23,2011-11-14
23223,CHRISTMAS TREE HANGING SILVER,0.83,55,2011-06-23,2011-11-14
23224,CHERUB HEART DECORATION GOLD,0.83,45,2011-06-02,2011-11-14
23225,CHERUB HEART DECORATION SILVER,0.83,66,2011-06-02,2011-11-14
23226,FILIGREE HEART DAISY WHITE,1.25,84,2011-05-31,2011-11-13
23227,FILIGREE HEART BUTTERFLY WHITE,1.25,97,2011-05-26,2011-11-14
23228,FILIGREE HEART BIRD WHITE,1.25,97,2011-05-26,2011-11-14
23229,VINTAGE DONKEY TAIL GAME,3.75,197,2011-06-14,2011-11-14
23230,WRAP ALPHABET DESIGN,0.42,219,2011-01-13,2011-11-13
23231,WRAP DOILEY DESIGN,0.42,241,2011-01-12,2011-11-14
23232,WRAP VINTAGE LEAF DESIGN,0.42,218,2011-01-17,2011-11-13
23233,WRAP POPPIES  DESIGN,0.42,150,2011-01-16,2011-11-07
23234,BISCUIT TIN VINTAGE CHRISTMAS,2.89,200,2011-06-14,2011-11-14
23235,STORAGE TIN VINTAGE LEAF,2.89,91,2011-06-08,2011-11-11
23236,STORAGE TIN VINTAGE DOILY,2.89,297,2011-06-08,2011-11-14
23237,SET OF 4 KNICK KNACK TINS LEAF,4.15,158,2011-06-08,2011-11-14
23238,SET OF 4 KNICK KNACK TINS LONDON,4.15,225,2011-06-07,2011-11-14
23239,SET OF 4 KNICK KNACK TINS POPPIES,4.15,147,2011-06-08,2011-11-14
23240,SET OF 4 KNICK KNACK TINS DOILY,4.15,449,2011-06-07,2011-11-14
23241,TREASURE TIN GYMKHANA DESIGN,2.08,293,2011-06-08,2011-11-14
23242,TREASURE TIN BUFFALO BILL,2.08,178,2011-06-08,2011-11-11
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4.95,420,2011-06-08,2011-11-14
23244,ROUND STORAGE TIN VINTAGE LEAF,1.95,96,2011-06-08,2011-11-11
23245,SET OF 3 REGENCY CAKE TINS,4.95,743,2011-06-08,2011-11-14
23247,BISCUIT TIN 50'S CHRISTMAS,2.89,240,2011-06-08,2011-11-14
23249,VINTAGE RED ENAMEL TRIM PLATE,1.65,72,2011-06-14,2011-11-09
23250,VINTAGE RED TRIM ENAMEL BOWL,1.25,93,2011-06-14,2011-11-14
