slate_id,position,stock_code
S03111,1,22576
S03111,2,22294
S03111,3,22736
S03111,4,22577
S03111,5,22595
S03111,6,22572
S03111,7,22866
S03111,8,21818
S03111,9,22144
S03111,10,22082
S03112,1,21733
S03112,2,22642
S03112,3,22694
S03112,4,84879
S03112,5,21181
S03112,6,85099B
S03112,7,22867
S03112,8,22158
S03112,9,22457
S03112,10,22086
S03113,1,85123A
S03113,2,47566
S03113,3,21467
S03113,4,22617
S03113,5,22457
S03113,6,22960
S03113,7,21937
S03113,8,84997A
S03113,9,20914
S03113,10,22090
S03114,1,22382
S03114,2,20726
S03114,3,22383
S03114,4,22551
S03114,5,21559
S03114,6,22384
S03114,7,20728
S03114,8,22631
S03114,9,22556
S03114,10,85099B
S03115,1,21992
S03115,2,23198
S03115,3,82567
S03115,4,21915
S03115,5,21990
S03115,6,21877
S03115,7,22494
S03115,8,21892
S03115,9,21791
S03115,10,21991
S03116,1,21166
S03116,2,85123A
S03116,3,82600
S03116,4,21175
S03116,5,22910
S03116,6,85152
S03116,7,85049C
S03116,8,22413
S03116,9,22470
S03116,10,22666
S03117,1,23301
S03117,2,23012
S03117,3,21314
S03117,4,84879
S03117,5,20886
S03117,6,82482
S03117,7,22991
S03117,8,22092
S03117,9,85054
S03117,10,21260
S03118,1,22147
S03118,2,22630
S03118,3,22556
S03118,4,22748
S03118,5,22382
S03118,6,22564
S03118,7,22964
S03118,8,22679
S03118,9,22548
S03118,10,22834
S03119,1,22382
S03119,2,84378
S03119,3,22149
S03119,4,20725
S03119,5,22554
S03119,6,22966
S03119,7,22858
S03119,8,22630
S03119,9,22367
S03119,10,22558
S03120,1,22548
S03120,2,22384
S03120,3,22551
S03120,4,22621
S03120,5,22383
S03120,6,22561
S03120,7,20725
S03120,8,22556
S03120,9,22382
S03120,10,21915
S03121,1,22699
S03121,2,22749
S03121,3,22720
S03121,4,21533
S03121,5,47566
S03121,6,22073
S03121,7,22626
S03121,8,21523
S03121,9,22443
S03121,10,22138
S03122,1,20725
S03122,2,22382
S03122,3,85099B
S03122,4,20727
S03122,5,22662
S03122,6,22384
S03122,7,84879
S03122,8,22993
S03122,9,22629
S03122,10,85123A
S03123,1,85099B
S03123,2,23203
S03123,3,20725
S03123,4,23301
S03123,5,22086
S03123,6,23439
S03123,7,23209
S03123,8,23202
S03123,9,20727
S03123,10,23201
S03124,1,20725
S03124,2,22556
S03124,3,22865
S03124,4,22384
S03124,5,22557
S03124,6,85099B
S03124,7,22662
S03124,8,22553
S03124,9,22554
S03124,10,22551
S03125,1,85123A
S03125,2,22113
S03125,3,22699
S03125,4,82482
S03125,5,22114
S03125,6,15056P
S03125,7,22121
S03125,8,85150
S03125,9,22666
S03125,10,22086
S03127,1,85099B
S03127,2,20727
S03127,3,22666
S03127,4,85123A
S03127,5,20914
S03127,6,22198
S03127,7,22865
S03127,8,20726
S03127,9,22086
S03127,10,22556
S03129,1,84378
S03129,2,22195
S03129,3,22659
S03129,4,22937
S03129,5,85123A
S03129,6,22961
S03129,7,22469
S03129,8,20725
S03129,9,84050
S03129,10,84375
S03131,1,23209
S03131,2,23301
S03131,3,23244
S03131,4,22383
S03131,5,23241
S03131,6,23203
S03131,7,20725
S03131,8,22961
S03131,9,85123A
S03131,10,23192
S03132,1,23052
S03132,2,22607
S03132,3,47566
S03132,4,20685
S03132,5,22456
S03132,6,21922
S03132,7,21754
S03132,8,22925
S03132,9,23091
S03132,10,23112
S03133,1,22383
S03133,2,23206
S03133,3,20727
S03133,4,22382
S03133,5,22384
S03133,6,20726
S03133,7,23199
S03133,8,84879
S03133,9,23201
S03133,10,23301
S03135,1,20727
S03135,2,22386
S03135,3,20728
S03135,4,22411
S03135,5,22384
S03135,6,20726
S03135,7,21928
S03135,8,22662
S03135,9,22385
S03135,10,21930
S03136,1,85123A
S03136,2,21481
S03136,3,22665
S03136,4,21485
S03136,5,22960
S03136,6,84029E
S03136,7,22727
S03136,8,22086
S03136,9,20914
S03136,10,84030E
S03137,1,85123A
S03137,2,22425
S03137,3,85054
S03137,4,84924A
S03137,5,84910A
S03137,6,47566
S03137,7,22698
S03137,8,22183
S03137,9,22502
S03137,10,22357
S03138,1,85123A
S03138,2,82482
S03138,3,22457
S03138,4,21535
S03138,5,22699
S03138,6,22666
S03138,7,20914
S03138,8,22470
S03138,9,21908
S03138,10,22086
S03139,1,21928
S03139,2,21931
S03139,3,22411
S03139,4,85099F
S03139,5,21930
S03139,6,22385
S03139,7,85152
S03139,8,20712
S03139,9,22384
S03139,10,20711
S03140,1,22583
S03140,2,22326
S03140,3,47599A
S03140,4,22209
S03140,5,82482
S03140,6,22312
S03140,7,22746
S03140,8,22304
S03140,9,22083
S03140,10,21563
S03141,1,21905
S03141,2,22267
S03141,3,21034
S03141,4,72817
S03141,5,22197
S03141,6,85071D
S03141,7,21992
S03141,8,22219
S03141,9,21232
S03141,10,21382
S03142,1,22384
S03142,2,21531
S03142,3,85123A
S03142,4,20914
S03142,5,21231
S03142,6,22383
S03142,7,22386
S03142,8,20727
S03142,9,22469
S03142,10,21931
S03143,1,23439
S03143,2,22867
S03143,3,22633
S03143,4,22086
S03143,5,85123A
S03143,6,23301
S03143,7,22114
S03143,8,21175
S03143,9,82482
S03143,10,22470
S03144,1,22739
S03144,2,23514
S03144,3,85049E
S03144,4,22078
S03144,5,22079
S03144,6,85049A
S03144,7,23263
S03144,8,22736
S03144,9,23493
S03144,10,23515
S03145,1,21791
S03145,2,22560
S03145,3,22621
S03145,4,22548
S03145,5,21889
S03145,6,22620
S03145,7,22556
S03145,8,85178
S03145,9,21891
S03145,10,22561
S03146,1,22296
S03146,2,22470
S03146,3,22575
S03146,4,85123A
S03146,5,21136
S03146,6,22294
S03146,7,22077
S03146,8,22867
S03146,9,22737
S03146,10,21181
S03147,1,21166
S03147,2,22666
S03147,3,85123A
S03147,4,22558
S03147,5,22961
S03147,6,20725
S03147,7,84375
S03147,8,22557
S03147,9,22084
S03147,10,85152
S03148,1,22470
S03148,2,21733
S03148,3,22667
S03148,4,22386
S03148,5,22457
S03148,6,82482
S03148,7,20914
S03148,8,21181
S03148,9,22469
S03148,10,22666
S03149,1,22367
S03149,2,21155
S03149,3,21181
S03149,4,20725
S03149,5,22895
S03149,6,22956
S03149,7,20754
S03149,8,22966
S03149,9,22469
S03149,10,22659
S03150,1,85123A
S03150,2,85099B
S03150,3,22077
S03150,4,22867
S03150,5,84836
S03150,6,22739
S03150,7,22079
S03150,8,22557
S03150,9,22295
S03150,10,21181
S03151,1,23209
S03151,2,84879
S03151,3,22993
S03151,4,22077
S03151,5,23192
S03151,6,23198
S03151,7,23206
S03151,8,22629
S03151,9,20725
S03151,10,23207
S03152,1,23247
S03152,2,23318
S03152,3,23163
S03152,4,23344
S03152,5,22726
S03152,6,22666
S03152,7,22865
S03152,8,23084
S03152,9,85123A
S03152,10,22144
S03153,1,23203
S03153,2,20725
S03153,3,23209
S03153,4,85099B
S03153,5,22382
S03153,6,22727
S03153,7,22383
S03153,8,23206
S03153,9,20727
S03153,10,23208
S03154,1,22685
S03154,2,22772
S03154,3,22678
S03154,4,22682
S03154,5,22684
S03154,6,22686
S03154,7,22774
S03154,8,22670
S03154,9,22775
S03154,10,84879
S03156,1,22750
S03156,2,20969
S03156,3,22086
S03156,4,22745
S03156,5,22149
S03156,6,22865
S03156,7,22470
S03156,8,22751
S03156,9,22271
S03156,10,21733
S03157,1,21823
S03157,2,22598
S03157,3,22578
S03157,4,21810
S03157,5,22557
S03157,6,85049A
S03157,7,84836
S03157,8,21009
S03157,9,22572
S03157,10,21098
S03158,1,22551
S03158,2,22631
S03158,3,22759
S03158,4,22382
S03158,5,22659
S03158,6,22367
S03158,7,22553
S03158,8,22549
S03158,9,22383
S03158,10,20725
S03159,1,84970L
S03159,2,84949
S03159,3,22791
S03159,4,22469
S03159,5,84879
S03159,6,84947
S03159,7,22460
S03159,8,23147
S03159,9,22477
S03159,10,84970S
S03160,1,21931
S03160,2,20725
S03160,3,21929
S03160,4,85123A
S03160,5,85099F
S03160,6,85099C
S03160,7,22865
S03160,8,47591D
S03160,9,84596B
S03160,10,22759
S03161,1,20725
S03161,2,22383
S03161,3,22384
S03161,4,85099C
S03161,5,22382
S03161,6,21929
S03161,7,22411
S03161,8,20726
S03161,9,21930
S03161,10,22385
S03162,1,22659
S03162,2,22961
S03162,3,22554
S03162,4,20725
S03162,5,84378
S03162,6,22988
S03162,7,21080
S03162,8,22759
S03162,9,22966
S03162,10,21871
S03163,1,84946
S03163,2,84978
S03163,3,84949
S03163,4,22082
S03163,5,20846
S03163,6,22469
S03163,7,84879
S03163,8,22460
S03163,9,17091A
S03163,10,20802
S03164,1,23307
S03164,2,23297
S03164,3,22952
S03164,4,22951
S03164,5,23119
S03164,6,22348
S03164,7,22355
S03164,8,21394
S03164,9,23345
S03164,10,84596B
S03165,1,22629
S03165,2,22554
S03165,3,22367
S03165,4,21559
S03165,5,22630
S03165,6,22382
S03165,7,22328
S03165,8,22973
S03165,9,22961
S03165,10,84375
S03166,1,21673
S03166,2,22142
S03166,3,22077
S03166,4,23321
S03166,5,20725
S03166,6,21992
S03166,7,23263
S03166,8,23301
S03166,9,23198
S03166,10,85099B
S03167,1,23264
S03167,2,23332
S03167,3,23263
S03167,4,23301
S03167,5,84836
S03167,6,23103
S03167,7,23209
S03167,8,23266
S03167,9,22077
S03167,10,35970
S03168,1,85123A
S03168,2,22158
S03168,3,22910
S03168,4,22750
S03168,5,21733
S03168,6,22666
S03168,7,22112
S03168,8,22113
S03168,9,22568
S03168,10,20969
S03169,1,22383
S03169,2,85099B
S03169,3,22384
S03169,4,20725
S03169,5,20727
S03169,6,22993
S03169,7,20728
S03169,8,22662
S03169,9,85123A
S03169,10,22382
S03171,1,22470
S03171,2,82482
S03171,3,22804
S03171,4,22766
S03171,5,84406B
S03171,6,22666
S03171,7,22722
S03171,8,22469
S03171,9,21181
S03171,10,22667
S03172,1,21166
S03172,2,22629
S03172,3,84879
S03172,4,85123A
S03172,5,21181
S03172,6,22384
S03172,7,82583
S03172,8,21174
S03172,9,22662
S03172,10,22666
S03173,1,22722
S03173,2,21533
S03173,3,47566
S03173,4,22649
S03173,5,22960
S03173,6,22854
S03173,7,22222
S03173,8,22840
S03173,9,20685
S03173,10,22138
S03178,1,22382
S03178,2,84378
S03178,3,85123A
S03178,4,22629
S03178,5,22147
S03178,6,22961
S03178,7,21166
S03178,8,20725
S03178,9,84879
S03178,10,20727
S03179,1,85099B
S03179,2,85099C
S03179,3,22385
S03179,4,22384
S03179,5,22383
S03179,6,20725
S03179,7,20713
S03179,8,20727
S03179,9,20728
S03179,10,20726
S03180,1,23203
S03180,2,21218
S03180,3,22831
S03180,4,22960
S03180,5,22727
S03180,6,22429
S03180,7,23243
S03180,8,85123A
S03180,9,21535
S03180,10,22697
S03181,1,15056BL
S03181,2,21539
S03181,3,85014B
S03181,4,15056P
S03181,5,22111
S03181,6,21035
S03181,7,22623
S03181,8,22628
S03181,9,84406B
S03181,10,20750
S03182,1,23209
S03182,2,23321
S03182,3,23300
S03182,4,85123A
S03182,5,22383
S03182,6,20725
S03182,7,23206
S03182,8,23207
S03182,9,23203
S03182,10,22382
S03183,1,22355
S03183,2,84836
S03183,3,85049A
S03183,4,21870
S03183,5,22557
S03183,6,21232
S03183,7,20725
S03183,8,20971
S03183,9,84879
S03183,10,21034
S03184,1,22470
S03184,2,21733
S03184,3,22158
S03184,4,72802B
S03184,5,22173
S03184,6,22113
S03184,7,21181
S03184,8,22804
S03184,9,22588
S03184,10,22766
S03185,1,23298
S03185,2,23245
S03185,3,82482
S03185,4,22457
S03185,5,23322
S03185,6,22697
S03185,7,22960
S03185,8,22720
S03185,9,22726
S03185,10,85099B
S03186,1,22382
S03186,2,20971
S03186,3,22332
S03186,4,21080
S03186,5,22551
S03186,6,21122
S03186,7,22469
S03186,8,20725
S03186,9,22585
S03186,10,21232
S03187,1,22961
S03187,2,22469
S03187,3,84378
S03187,4,21181
S03187,5,22988
S03187,6,22567
S03187,7,22630
S03187,8,20725
S03187,9,21911
S03187,10,22666
S03190,1,22557
S03190,2,21210
S03190,3,22865
S03190,4,21166
S03190,5,21891
S03190,6,22077
S03190,7,22629
S03190,8,21877
S03190,9,20725
S03190,10,84836
S03191,1,21210
S03191,2,21531
S03191,3,21122
S03191,4,20754
S03191,5,22553
S03191,6,85099B
S03191,7,20676
S03191,8,21154
S03191,9,21232
S03191,10,21080
S03192,1,85123A
S03192,2,22429
S03192,3,20914
S03192,4,22090
S03192,5,84997B
S03192,6,22138
S03192,7,21218
S03192,8,82494L
S03192,9,22505
S03192,10,21533
S03193,1,20725
S03193,2,22554
S03193,3,22551
S03193,4,22629
S03193,5,22558
S03193,6,21156
S03193,7,22961
S03193,8,84378
S03193,9,22555
S03193,10,22382
S03194,1,22865
S03194,2,20725
S03194,3,85123A
S03194,4,22630
S03194,5,22633
S03194,6,22866
S03194,7,22910
S03194,8,85099B
S03194,9,22652
S03194,10,22867
S03195,1,21232
S03195,2,22553
S03195,3,22866
S03195,4,22383
S03195,5,22147
S03195,6,21429
S03195,7,22557
S03195,8,22556
S03195,9,20727
S03195,10,22759
S03196,1,23199
S03196,2,21929
S03196,3,23202
S03196,4,23201
S03196,5,23209
S03196,6,85099F
S03196,7,21931
S03196,8,20725
S03196,9,21930
S03196,10,23200
S03197,1,21175
S03197,2,82600
S03197,3,21181
S03197,4,85152
S03197,5,21166
S03197,6,21908
S03197,7,82583
S03197,8,22412
S03197,9,21903
S03197,10,21907
S03198,1,22469
S03198,2,85131D
S03198,3,21908
S03198,4,20798
S03198,5,21653
S03198,6,84988
S03198,7,21035
S03198,8,85130A
S03198,9,82482
S03198,10,22055
S03199,1,22384
S03199,2,21232
S03199,3,22383
S03199,4,22382
S03199,5,85123A
S03199,6,85099B
S03199,7,20727
S03199,8,20726
S03199,9,22470
S03199,10,22646
S03200,1,22630
S03200,2,22557
S03200,3,21931
S03200,4,20712
S03200,5,22467
S03200,6,22386
S03200,7,23301
S03200,8,22367
S03200,9,23198
S03200,10,22991
S03201,1,22139
S03201,2,22470
S03201,3,22666
S03201,4,84997D
S03201,5,22726
S03201,6,22113
S03201,7,20914
S03201,8,22699
S03201,9,22667
S03201,10,22086
S03202,1,22382
S03202,2,21231
S03202,3,84879
S03202,4,22147
S03202,5,22469
S03202,6,22966
S03202,7,22560
S03202,8,22077
S03202,9,22866
S03202,10,22748
S03204,1,22556
S03204,2,22557
S03204,3,21181
S03204,4,22633
S03204,5,22382
S03204,6,22553
S03204,7,22748
S03204,8,22554
S03204,9,22077
S03204,10,22739
S03205,1,22470
S03205,2,22720
S03205,3,22457
S03205,4,21733
S03205,5,82494L
S03205,6,22666
S03205,7,22967
S03205,8,22766
S03205,9,22727
S03205,10,22697
S03206,1,22551
S03206,2,22739
S03206,3,21915
S03206,4,22382
S03206,5,23351
S03206,6,22737
S03206,7,22991
S03206,8,22077
S03206,9,22142
S03206,10,23345
S03207,1,21166
S03207,2,21175
S03207,3,22993
S03207,4,20725
S03207,5,21908
S03207,6,22558
S03207,7,21174
S03207,8,82600
S03207,9,82583
S03207,10,21864
S03208,1,22384
S03208,2,22645
S03208,3,85099B
S03208,4,21429
S03208,5,21232
S03208,6,21181
S03208,7,22557
S03208,8,22694
S03208,9,22383
S03208,10,21931
S03210,1,22723
S03210,2,20914
S03210,3,22363
S03210,4,23298
S03210,5,23178
S03210,6,23413
S03210,7,23394
S03210,8,22138
S03210,9,23236
S03210,10,21841
S03211,1,85099B
S03211,2,21733
S03211,3,22699
S03211,4,82482
S03211,5,23203
S03211,6,23301
S03211,7,21908
S03211,8,22457
S03211,9,22865
S03211,10,20725
S03212,1,22630
S03212,2,22551
S03212,3,22367
S03212,4,21672
S03212,5,22554
S03212,6,20726
S03212,7,21731
S03212,8,22865
S03212,9,22555
S03212,10,22631
S03213,1,22667
S03213,2,22086
S03213,3,22866
S03213,4,22457
S03213,5,22589
S03213,6,20914
S03213,7,85099B
S03213,8,22469
S03213,9,21181
S03213,10,22804
S03214,1,22910
S03214,2,22144
S03214,3,23247
S03214,4,23343
S03214,5,22865
S03214,6,23301
S03214,7,84347
S03214,8,35970
S03214,9,85123A
S03214,10,84375
S03215,1,22727
S03215,2,47566
S03215,3,22729
S03215,4,22722
S03215,5,22730
S03215,6,21936
S03215,7,22666
S03215,8,22726
S03215,9,23254
S03215,10,22720
S03216,1,22469
S03216,2,22867
S03216,3,22746
S03216,4,85123A
S03216,5,22551
S03216,6,22632
S03216,7,22910
S03216,8,21166
S03216,9,22834
S03216,10,22147
S03218,1,21181
S03218,2,22694
S03218,3,22865
S03218,4,22575
S03218,5,22867
S03218,6,22588
S03218,7,22150
S03218,8,22866
S03218,9,22469
S03218,10,21174
S03219,1,85123A
S03219,2,22910
S03219,3,22809
S03219,4,22090
S03219,5,22639
S03219,6,22082
S03219,7,20752
S03219,8,21890
S03219,9,22659
S03219,10,21907
S03220,1,22383
S03220,2,20725
S03220,3,22382
S03220,4,20726
S03220,5,20727
S03220,6,85099B
S03220,7,22352
S03220,8,22384
S03220,9,22629
S03220,10,20728
S03221,1,21928
S03221,2,21930
S03221,3,20712
S03221,4,22663
S03221,5,20725
S03221,6,20711
S03221,7,23199
S03221,8,22379
S03221,9,22384
S03221,10,22383
S03222,1,22469
S03222,2,82482
S03222,3,22077
S03222,4,85123A
S03222,5,85062
S03222,6,84879
S03222,7,21314
S03222,8,22460
S03222,9,22090
S03222,10,85099F
S03223,1,22556
S03223,2,21670
S03223,3,22551
S03223,4,20727
S03223,5,22554
S03223,6,85099B
S03223,7,21673
S03223,8,22629
S03223,9,22865
S03223,10,22652
S03224,1,22867
S03224,2,22556
S03224,3,20727
S03224,4,21931
S03224,5,22384
S03224,6,22383
S03224,7,20725
S03224,8,22555
S03224,9,22382
S03224,10,22367
S03225,1,23193
S03225,2,22084
S03225,3,22666
S03225,4,82482
S03225,5,85099B
S03225,6,84879
S03225,7,22804
S03225,8,21181
S03225,9,22457
S03225,10,22630
S03226,1,22746
S03226,2,22865
S03226,3,22867
S03226,4,22652
S03226,5,22747
S03226,6,22759
S03226,7,22557
S03226,8,22739
S03226,9,22632
S03226,10,21181
S03227,1,84378
S03227,2,22558
S03227,3,20725
S03227,4,22469
S03227,5,20754
S03227,6,22629
S03227,7,85099B
S03227,8,21155
S03227,9,21181
S03227,10,21559
S03228,1,85123A
S03228,2,22699
S03228,3,21108
S03228,4,22989
S03228,5,22326
S03228,6,20914
S03228,7,22138
S03228,8,22088
S03228,9,22084
S03228,10,23176
S03229,1,22554
S03229,2,82482
S03229,3,20727
S03229,4,22555
S03229,5,23301
S03229,6,23192
S03229,7,22556
S03229,8,85123A
S03229,9,22630
S03229,10,22077
S03230,1,22694
S03230,2,21429
S03230,3,82482
S03230,4,22557
S03230,5,84879
S03230,6,85099B
S03230,7,22646
S03230,8,22866
S03230,9,22297
S03230,10,85040B
S03231,1,23265
S03231,2,23263
S03231,3,23217
S03231,4,23210
S03231,5,23033
S03231,6,35970
S03231,7,23270
S03231,8,23274
S03231,9,23198
S03231,10,23344
S03233,1,20914
S03233,2,21531
S03233,3,22960
S03233,4,22722
S03233,5,21844
S03233,6,22429
S03233,7,21218
S03233,8,22666
S03233,9,85123A
S03233,10,22727
S03234,1,22993
S03234,2,23177
S03234,3,22558
S03234,4,84879
S03234,5,21166
S03234,6,22557
S03234,7,22077
S03234,8,20725
S03234,9,22991
S03234,10,22482
S03235,1,85123A
S03235,2,21470
S03235,3,22090
S03235,4,22470
S03235,5,82494L
S03235,6,20914
S03235,7,21755
S03235,8,21471
S03235,9,84406B
S03235,10,21467
S03236,1,85123A
S03236,2,22470
S03236,3,22666
S03236,4,23298
S03236,5,23146
S03236,6,23322
S03236,7,20914
S03236,8,23301
S03236,9,22804
S03236,10,23203
S03237,1,22659
S03237,2,85123A
S03237,3,22964
S03237,4,21479
S03237,5,21314
S03237,6,20752
S03237,7,21669
S03237,8,21481
S03237,9,22554
S03237,10,21181
S03238,1,22469
S03238,2,23332
S03238,3,22077
S03238,4,82482
S03238,5,23265
S03238,6,21733
S03238,7,22694
S03238,8,23301
S03238,9,22147
S03238,10,21908
S03239,1,20725
S03239,2,22993
S03239,3,20728
S03239,4,22384
S03239,5,23209
S03239,6,23301
S03239,7,23206
S03239,8,22553
S03239,9,84380
S03239,10,22383
S03240,1,21791
S03240,2,23241
S03240,3,22551
S03240,4,23188
S03240,5,22086
S03240,6,21889
S03240,7,23236
S03240,8,22630
S03240,9,84375
S03240,10,23202
S03241,1,22834
S03241,2,22694
S03241,3,22748
S03241,4,22812
S03241,5,85099B
S03241,6,22557
S03241,7,22470
S03241,8,21587
S03241,9,22735
S03241,10,84879
S03243,1,22149
S03243,2,22866
S03243,3,22570
S03243,4,22865
S03243,5,85123A
S03243,6,85152
S03243,7,22150
S03243,8,20971
S03243,9,22147
S03243,10,21175
S03245,1,20725
S03245,2,22382
S03245,3,84879
S03245,4,20727
S03245,5,22517
S03245,6,85040A
S03245,7,22557
S03245,8,22993
S03245,9,20728
S03245,10,22694
S03246,1,22739
S03246,2,22469
S03246,3,22910
S03246,4,22961
S03246,5,22759
S03246,6,22748
S03246,7,22867
S03246,8,22077
S03246,9,21592
S03246,10,21192
S03247,1,22867
S03247,2,22295
S03247,3,22469
S03247,4,22575
S03247,5,84836
S03247,6,22866
S03247,7,21181
S03247,8,22865
S03247,9,84879
S03247,10,22294
S03248,1,22551
S03248,2,22652
S03248,3,21034
S03248,4,22620
S03248,5,20972
S03248,6,22382
S03248,7,21914
S03248,8,22560
S03248,9,22549
S03248,10,21328
S03249,1,21121
S03249,2,21330
S03249,3,22384
S03249,4,22620
S03249,5,20972
S03249,6,21429
S03249,7,21720
S03249,8,21889
S03249,9,21915
S03249,10,22563
S03250,1,22698
S03250,2,84879
S03250,3,82482
S03250,4,22477
S03250,5,22773
S03250,6,84978
S03250,7,85123A
S03250,8,22969
S03250,9,21166
S03250,10,22460
S03251,1,85123A
S03251,2,22722
S03251,3,82482
S03251,4,22960
S03251,5,47566
S03251,6,22090
S03251,7,22457
S03251,8,20914
S03251,9,22727
S03251,10,22989
S03252,1,22629
S03252,2,22554
S03252,3,20725
S03252,4,22949
S03252,5,21915
S03252,6,22993
S03252,7,21154
S03252,8,21121
S03252,9,22659
S03252,10,22367
S03253,1,22865
S03253,2,22086
S03253,3,23301
S03253,4,22144
S03253,5,22867
S03253,6,23439
S03253,7,22077
S03253,8,21915
S03253,9,35970
S03253,10,23209
S03254,1,85123A
S03254,2,22386
S03254,3,22696
S03254,4,22296
S03254,5,20725
S03254,6,82482
S03254,7,22589
S03254,8,22077
S03254,9,22488
S03254,10,84879
S03255,1,85123A
S03255,2,22086
S03255,3,22470
S03255,4,22457
S03255,5,22810
S03255,6,22666
S03255,7,22867
S03255,8,22113
S03255,9,22589
S03255,10,21484
S03256,1,22086
S03256,2,22085
S03256,3,22745
S03256,4,22666
S03256,5,21733
S03256,6,84997C
S03256,7,22090
S03256,8,84375
S03256,9,22726
S03256,10,21380
S03257,1,22384
S03257,2,22079
S03257,3,84879
S03257,4,82482
S03257,5,23321
S03257,6,22147
S03257,7,21175
S03257,8,23300
S03257,9,22457
S03257,10,22411
S03259,1,22557
S03259,2,21328
S03259,3,22620
S03259,4,22553
S03259,5,20676
S03259,6,20972
S03259,7,21877
S03259,8,22556
S03259,9,20718
S03259,10,21210
S03261,1,22993
S03261,2,21122
S03261,3,22384
S03261,4,22630
S03261,5,84988
S03261,6,23301
S03261,7,21154
S03261,8,22961
S03261,9,22558
S03261,10,23306
S03262,1,84879
S03262,2,20725
S03262,3,22551
S03262,4,22382
S03262,5,22149
S03262,6,22077
S03262,7,84380
S03262,8,22980
S03262,9,22383
S03262,10,85152
S03263,1,22722
S03263,2,85123A
S03263,3,22960
S03263,4,22727
S03263,5,23175
S03263,6,22666
S03263,7,47566
S03263,8,20914
S03263,9,21754
S03263,10,22729
S03264,1,20725
S03264,2,22662
S03264,3,20727
S03264,4,20728
S03264,5,22629
S03264,6,23201
S03264,7,22556
S03264,8,22384
S03264,9,85099B
S03264,10,21931
S03265,1,85123A
S03265,2,21166
S03265,3,22694
S03265,4,85152
S03265,5,21181
S03265,6,22158
S03265,7,22866
S03265,8,82600
S03265,9,22672
S03265,10,84879
S03266,1,22150
S03266,2,85123A
S03266,3,22284
S03266,4,22662
S03266,5,22964
S03266,6,22621
S03266,7,22993
S03266,8,22555
S03266,9,20971
S03266,10,22148
S03267,1,20725
S03267,2,22556
S03267,3,22630
S03267,4,85099B
S03267,5,84987
S03267,6,20675
S03267,7,22367
S03267,8,22759
S03267,9,22865
S03267,10,20726
S03269,1,20972
S03269,2,22553
S03269,3,22147
S03269,4,21329
S03269,5,22382
S03269,6,22367
S03269,7,22759
S03269,8,22585
S03269,9,22551
S03269,10,20971
S03270,1,22866
S03270,2,22739
S03270,3,85123A
S03270,4,22834
S03270,5,22910
S03270,6,22077
S03270,7,22748
S03270,8,22144
S03270,9,22867
S03270,10,22079
S03271,1,22386
S03271,2,85099C
S03271,3,21931
S03271,4,23209
S03271,5,20712
S03271,6,22385
S03271,7,23298
S03271,8,20713
S03271,9,23322
S03271,10,20725
S03272,1,20725
S03272,2,85099B
S03272,3,22961
S03272,4,21181
S03272,5,22469
S03272,6,22858
S03272,7,22382
S03272,8,22558
S03272,9,22630
S03272,10,21166
S03273,1,23206
S03273,2,20725
S03273,3,22993
S03273,4,22386
S03273,5,23208
S03273,6,23199
S03273,7,22383
S03273,8,20728
S03273,9,22554
S03273,10,22979
S03274,1,85123A
S03274,2,82482
S03274,3,23209
S03274,4,23301
S03274,5,22553
S03274,6,82600
S03274,7,23321
S03274,8,22077
S03274,9,22961
S03274,10,20727
S03275,1,22739
S03275,2,22950
S03275,3,85049A
S03275,4,22738
S03275,5,22551
S03275,6,22585
S03275,7,22356
S03275,8,21591
S03275,9,22652
S03275,10,22736
S03277,1,22086
S03277,2,22371
S03277,3,23229
S03277,4,22139
S03277,5,22467
S03277,6,22107
S03277,7,22940
S03277,8,47566
S03277,9,22960
S03277,10,23240
S03278,1,22867
S03278,2,22910
S03278,3,22149
S03278,4,22078
S03278,5,85049A
S03278,6,22086
S03278,7,22865
S03278,8,22150
S03278,9,22557
S03278,10,22147
S03282,1,22086
S03282,2,85099B
S03282,3,85152
S03282,4,23344
S03282,5,23426
S03282,6,23529
S03282,7,23319
S03282,8,85123A
S03282,9,23355
S03282,10,22726
S03283,1,20726
S03283,2,22353
S03283,3,21245
S03283,4,22554
S03283,5,22328
S03283,6,22326
S03283,7,21244
S03283,8,22551
S03283,9,20914
S03283,10,20674
S03286,1,85123A
S03286,2,82482
S03286,3,22086
S03286,4,22470
S03286,5,82494L
S03286,6,23322
S03286,7,21733
S03286,8,22865
S03286,9,22666
S03286,10,22158
S03287,1,47566
S03287,2,85123A
S03287,3,72802B
S03287,4,21755
S03287,5,82484
S03287,6,22507
S03287,7,21754
S03287,8,72803A
S03287,9,22170
S03287,10,23146
S03288,1,22975
S03288,2,23209
S03288,3,22077
S03288,4,22402
S03288,5,22974
S03288,6,82600
S03288,7,22432
S03288,8,22659
S03288,9,22555
S03288,10,21136
S03289,1,21494
S03289,2,22585
S03289,3,21815
S03289,4,20725
S03289,5,35970
S03289,6,22834
S03289,7,40003
S03289,8,21098
S03289,9,22575
S03289,10,22745
S03290,1,22745
S03290,2,22865
S03290,3,22748
S03290,4,85099B
S03290,5,22141
S03290,6,22746
S03290,7,22910
S03290,8,22834
S03290,9,22867
S03290,10,22149
S03291,1,85123A
S03291,2,22666
S03291,3,22722
S03291,4,22667
S03291,5,22720
S03291,6,21733
S03291,7,22766
S03291,8,22173
S03291,9,20914
