strategy_id,arena_id,family,skill,oos_sharpe
S02548,A074,voltimer,0,-0.2274
S02551,A097,trend,0,0.5509
S02552,A134,voltimer,0,0.3243
S02553,A075,voltimer,0,1.7262
S02556,A103,voltimer,1,1.9196
S02558,A129,trend,0,2.2096
S02561,A021,voltimer,1,1.2146
S02562,A129,breakout,0,-0.8313
S02563,A021,voltimer,0,2.0349
S02564,A095,trend,1,0.4408
S02566,A105,meanrev,1,2.4653
S02567,A040,voltimer,0,1.8297
S02568,A064,breakout,1,2.6204
S02569,A048,breakout,0,0.4069
S02571,A144,trend,0,1.8451
S02572,A066,trend,1,-2.0833
S02573,A048,meanrev,1,1.3403
S02574,A094,trend,1,-0.1285
S02576,A066,breakout,1,-0.8971
S02577,A033,meanrev,0,1.0347
S02578,A158,trend,1,0.0924
S02579,A069,breakout,0,-0.6139
S02580,A002,trend,0,-1.3767
S02581,A081,trend,0,0.8651
S02582,A071,trend,0,0.1287
S02584,A004,trend,1,1.1292
S02585,A142,voltimer,1,-0.654
S02586,A101,meanrev,0,0.0393
S02587,A071,voltimer,0,2.3433
S02588,A066,meanrev,0,0.4024
S02589,A063,voltimer,0,1.9376
S02591,A110,breakout,0,1.0474
S02592,A021,trend,0,0.5343
S02593,A055,meanrev,0,-0.8506
S02597,A024,trend,0,-0.8142
S02599,A150,voltimer,0,-0.0028
S02600,A061,voltimer,0,-0.4605
S02603,A060,trend,0,0.4205
S02605,A026,breakout,0,0.3805
S02608,A050,trend,1,1.0398
S02609,A150,breakout,0,0.4859
S02610,A081,breakout,0,0.6908
S02613,A142,meanrev,1,0.465
S02614,A094,breakout,0,1.0983
S02615,A150,breakout,1,0.6171
S02616,A039,breakout,0,0.1723
S02617,A026,voltimer,1,0.5019
S02619,A143,voltimer,1,0.7903
S02622,A143,meanrev,0,1.2333
S02624,A094,trend,1,0.9409
S02626,A054,trend,0,-0.9817
S02630,A111,trend,0,0.9062
S02631,A046,voltimer,0,0.2138
S02632,A095,trend,0,0.0566
S02634,A151,voltimer,0,1.7533
S02636,A134,meanrev,1,0.1434
S02637,A050,voltimer,0,0.6602
S02638,A143,breakout,0,1.2848
S02642,A037,meanrev,0,-0.5722
S02643,A070,meanrev,0,-0.7295
S02645,A051,trend,0,1.6759
S02647,A064,voltimer,0,1.7535
S02648,A083,breakout,1,1.043
S02651,A021,voltimer,1,1.502
S02653,A126,meanrev,0,-0.2856
S02655,A116,trend,0,-1.8289
S02656,A142,meanrev,0,-0.1774
S02657,A097,breakout,0,0.1327
S02658,A021,meanrev,1,0.5326
S02659,A061,breakout,0,-0.6718
S02660,A141,trend,0,0.5718
S02661,A090,meanrev,1,0.067
S02662,A027,meanrev,1,-1.73
S02666,A092,voltimer,0,0.7046
S02667,A115,breakout,1,2.2693
S02668,A030,trend,0,0.7867
S02669,A017,trend,0,-0.8284
S02670,A046,trend,1,0.3799
S02672,A064,trend,0,0.7289
S02673,A090,trend,1,1.6373
S02674,A055,breakout,1,0.2704
S02675,A002,meanrev,0,1.7499
S02676,A040,trend,1,-0.6462
S02678,A106,voltimer,1,1.5685
S02684,A085,voltimer,0,0.9594
S02685,A113,meanrev,1,1.6115
S02686,A042,meanrev,1,0.775
S02687,A114,trend,0,-0.149
S02692,A003,trend,1,0.0732
S02694,A122,meanrev,1,2.9088
S02695,A129,breakout,0,0.0343
S02696,A023,meanrev,0,0.3146
S02699,A037,voltimer,1,3.3309
S02701,A013,meanrev,0,-0.4325
S02702,A015,voltimer,0,0.4435
S02703,A077,breakout,1,2.1586
S02705,A103,meanrev,1,0.359
S02707,A025,voltimer,0,-0.0689
S02708,A093,meanrev,0,0.4517
S02709,A079,meanrev,0,0.3224
S02710,A095,trend,1,0.9781
S02713,A151,voltimer,1,1.7992
S02716,A139,breakout,0,0.155
S02719,A122,trend,0,0.3308
S02720,A001,breakout,0,0.3067
S02725,A049,trend,0,-0.3082
S02727,A013,breakout,1,1.9506
S02729,A108,breakout,1,1.3482
S02730,A131,voltimer,0,2.0773
S02732,A110,trend,1,1.0408
S02733,A020,meanrev,1,2.747
S02734,A026,breakout,1,1.1023
S02735,A159,voltimer,1,0.7682
S02736,A044,breakout,0,-0.224
S02737,A090,trend,0,1.2508
S02738,A131,voltimer,0,1.6464
S02740,A135,meanrev,0,-1.6095
S02743,A142,meanrev,0,-0.7022
S02747,A042,voltimer,0,0.207
S02748,A097,meanrev,1,1.353
S02752,A063,breakout,1,0.9749
S02755,A126,trend,1,0.7072
S02756,A139,voltimer,0,1.0394
S02757,A093,meanrev,0,-1.3339
S02758,A095,trend,0,0.2728
S02759,A158,meanrev,1,1.8434
S02760,A148,breakout,0,-0.45
S02762,A041,trend,0,0.3812
S02764,A110,meanrev,0,-0.7011
S02765,A024,meanrev,1,1.6502
S02767,A041,trend,1,1.1128
S02768,A134,meanrev,0,0.1938
S02769,A101,breakout,1,0.6013
S02771,A090,meanrev,0,1.0312
S02774,A075,trend,0,-0.1344
S02775,A063,trend,0,1.6052
S02777,A101,voltimer,1,0.7413
S02778,A046,trend,0,-0.3639
S02779,A040,trend,1,0.3618
S02780,A091,voltimer,0,1.6961
S02781,A134,breakout,0,-1.388
S02782,A061,meanrev,1,2.1571
S02784,A150,breakout,0,-1.4068
S02785,A086,breakout,0,0.8485
S02787,A054,meanrev,0,2.0472
S02788,A052,breakout,1,1.1964
S02789,A051,voltimer,0,1.4733
S02790,A079,breakout,0,1.3597
S02796,A051,voltimer,0,2.2417
S02798,A095,breakout,1,1.7051
S02799,A087,meanrev,1,-0.5223
S02802,A060,meanrev,1,-1.0543
S02805,A075,voltimer,1,0.7322
S02806,A015,breakout,0,0.8609
S02809,A003,trend,0,0.2556
S02811,A003,meanrev,1,-0.6122
S02812,A024,trend,0,-2.4928
S02813,A051,meanrev,0,-0.4312
S02815,A091,trend,0,1.064
S02817,A106,meanrev,0,1.0704
S02818,A083,voltimer,0,-0.756
S02819,A105,meanrev,1,1.6273
S02820,A105,meanrev,0,2.0998
S02821,A106,meanrev,0,0.419
S02824,A126,trend,0,0.9298
S02825,A090,meanrev,1,2.0044
S02826,A082,trend,0,1.1334
S02829,A085,voltimer,0,0.2555
S02830,A071,trend,0,0.7128
S02831,A141,trend,0,0.341
S02832,A033,voltimer,1,2.8304
S02835,A061,breakout,0,0.6045
S02836,A082,meanrev,1,-0.2852
S02838,A044,trend,0,1.2267
S02839,A124,meanrev,0,-0.3415
S02841,A086,meanrev,0,0.0849
S02842,A086,breakout,0,1.0575
S02843,A002,trend,1,-1.1042
S02844,A124,voltimer,1,2.0523
S02845,A004,voltimer,1,1.0098
S02847,A134,breakout,0,-0.129
S02849,A060,breakout,0,2.3506
S02851,A068,meanrev,1,1.1727
S02852,A030,breakout,0,2.2613
S02853,A050,voltimer,0,2.8975
S02855,A090,meanrev,0,0.4377
S02856,A001,breakout,0,0.7457
S02860,A100,breakout,0,1.3304
S02861,A090,meanrev,0,0.4805
S02864,A079,trend,1,1.5668
S02865,A046,trend,0,0.2727
S02866,A101,voltimer,0,0.7662
S02868,A113,meanrev,1,2.4828
S02869,A071,voltimer,0,1.6505
S02870,A075,trend,0,-0.31
S02872,A110,trend,0,0.5897
S02873,A109,voltimer,0,1.7932
S02876,A069,trend,0,-0.8693
S02878,A049,breakout,0,-1.0822
S02880,A140,trend,0,0.6779
S02881,A030,trend,1,-0.6012
S02885,A020,meanrev,0,-1.0026
S02886,A071,trend,0,1.8108
S02888,A086,breakout,0,-0.4064
S02891,A010,trend,1,1.9285
S02892,A159,voltimer,0,0.3193
S02899,A103,meanrev,0,1.1108
S02900,A082,breakout,1,2.4228
S02901,A054,trend,1,0.8218
S02903,A026,breakout,0,0.8435
S02905,A069,breakout,1,-0.8189
S02907,A116,breakout,0,-2.895
S02908,A129,meanrev,1,-0.6695
S02911,A052,meanrev,0,-1.7019
S02912,A068,breakout,0,1.8897
S02914,A087,breakout,0,1.0506
S02915,A143,voltimer,0,1.3004
S02916,A094,breakout,1,1.0983
S02917,A083,breakout,0,0.4409
S02919,A082,meanrev,1,1.324
S02920,A042,trend,1,2.214
S02921,A115,breakout,1,2.5104
S02922,A085,voltimer,0,1.8627
S02924,A015,trend,0,-0.8486
S02925,A075,breakout,0,0.3329
S02928,A040,voltimer,0,-0.9847
S02933,A122,voltimer,0,0.349
S02934,A116,trend,0,-1.4343
S02936,A106,breakout,0,0.4317
S02938,A037,meanrev,0,-0.4115
S02940,A113,voltimer,1,1.9558
S02942,A060,meanrev,0,1.5787
S02946,A041,breakout,1,0.7744
S02948,A001,breakout,0,0.3067
S02950,A075,breakout,1,0.4526
S02951,A037,meanrev,0,0.0146
S02952,A116,trend,1,-0.9261
S02953,A092,voltimer,1,0.5222
S02955,A100,meanrev,0,0.1112
S02956,A155,meanrev,0,-1.813
S02957,A017,meanrev,0,-0.9467
S02961,A090,voltimer,1,2.2974
S02962,A017,breakout,0,1.0453
S02963,A054,breakout,1,0.8928
S02964,A028,trend,0,0.175
S02965,A134,trend,0,-0.4077
S02967,A101,meanrev,1,0.1263
S02968,A054,meanrev,0,1.8167
S02971,A094,breakout,0,1.0983
S02972,A126,voltimer,0,1.1734
S02973,A083,meanrev,0,0.9174
S02974,A097,meanrev,0,0.3282
S02975,A037,trend,0,1.611
S02976,A063,breakout,0,0.0318
S02977,A003,trend,0,-0.6565
S02979,A153,meanrev,0,-0.0897
S02980,A129,breakout,0,0.6699
S02982,A122,breakout,0,1.3242
S02984,A061,trend,1,0.9235
S02985,A021,meanrev,1,-1.6738
S02986,A090,voltimer,0,1.4118
S02987,A052,voltimer,0,-0.147
S02988,A004,voltimer,1,0.7201
S02991,A023,breakout,0,-0.2235
S02993,A122,voltimer,1,0.5796
S02994,A013,voltimer,0,1.3764
S02996,A070,breakout,0,0.3044
S02997,A158,trend,0,-0.3484
S02998,A024,trend,0,-0.609
S02999,A160,trend,0,1.9998
S03000,A138,breakout,0,-0.3992
S03003,A101,breakout,0,0.7768
S03004,A110,meanrev,0,-0.107
S03005,A095,voltimer,0,2.8814
S03006,A097,trend,0,-0.0346
S03007,A042,breakout,0,0.5879
S03008,A074,voltimer,0,-0.472
S03009,A017,voltimer,0,1.7185
S03010,A030,breakout,0,2.2613
S03013,A071,meanrev,0,-1.9731
S03017,A061,meanrev,0,0.8967
S03018,A050,breakout,1,1.392
S03020,A066,voltimer,1,0.5591
S03021,A066,meanrev,0,0.7592
S03024,A052,trend,1,1.1323
S03026,A030,voltimer,0,1.7932
S03028,A158,trend,0,-0.3809
S03030,A141,breakout,0,0.5219
S03031,A148,meanrev,0,-0.5562
S03033,A046,trend,0,1.3323
S03034,A138,meanrev,1,1.4026
S03035,A087,meanrev,0,-1.9095
S03038,A124,breakout,0,0.2301
S03040,A015,voltimer,0,-0.2825
S03041,A066,trend,0,-1.4269
S03043,A002,meanrev,1,2.0682
S03044,A048,trend,0,-0.6383
S03045,A009,trend,0,0.1169
S03046,A017,voltimer,1,1.1473
S03047,A111,meanrev,1,1.2153
S03049,A115,trend,0,1.0787
S03051,A153,voltimer,0,2.2974
S03052,A081,voltimer,0,1.4936
S03055,A083,voltimer,0,-1.1094
S03057,A086,trend,0,0.724
S03059,A017,meanrev,0,-1.1705
S03060,A069,meanrev,0,0.7273
S03061,A091,voltimer,1,1.5359
S03062,A141,trend,0,0.4063
S03063,A079,trend,1,1.8428
S03064,A094,voltimer,1,1.0361
S03066,A010,voltimer,0,1.9493
S03067,A155,meanrev,0,-1.2895
S03068,A151,breakout,0,0.7959
S03070,A142,trend,0,-0.961
S03071,A131,breakout,1,3.1206
S03072,A097,breakout,1,0.5973
S03073,A015,meanrev,0,-1.0907
S03075,A066,voltimer,1,0.875
S03078,A027,voltimer,0,-1.0236
S03079,A039,meanrev,1,2.1071
S03081,A024,voltimer,1,0.9741
S03082,A151,voltimer,1,2.176
S03085,A131,meanrev,1,1.586
S03088,A144,trend,1,1.3255
S03090,A044,breakout,1,0.1059
S03094,A060,breakout,0,2.3506
S03096,A063,meanrev,0,0.3441
S03097,A024,meanrev,0,1.5524
S03098,A158,breakout,0,1.2645
S03100,A037,meanrev,1,1.1354
S03102,A066,breakout,0,-1.0314
S03103,A143,breakout,1,1.2848
S03104,A101,trend,0,0.0422
S03105,A075,trend,1,1.8328
S03107,A013,voltimer,1,3.2345
S03109,A070,voltimer,1,0.149
S03111,A051,voltimer,1,2.5195
S03112,A017,trend,0,-0.4798
S03113,A141,trend,0,0.7046
S03115,A098,breakout,0,0.5396
S03118,A027,breakout,0,-2.4735
S03121,A144,trend,0,1.3676
S03122,A092,trend,0,-0.3297
S03124,A115,trend,0,1.0654
S03125,A020,trend,1,0.3292
S03126,A028,meanrev,0,-0.3592
S03128,A018,breakout,1,-0.1612
S03129,A024,meanrev,1,0.5513
S03130,A075,voltimer,0,-0.2434
S03132,A142,breakout,0,0.762
S03133,A046,trend,0,-0.4286
S03137,A092,trend,1,-0.6248
S03138,A025,trend,0,0.7373
S03144,A090,trend,0,1.2356
S03147,A018,trend,0,0.3891
S03148,A126,voltimer,0,2.3196
S03151,A150,trend,0,0.1303
S03153,A079,breakout,1,1.3597
S03155,A158,breakout,0,1.2645
S03156,A097,breakout,0,-0.7691
S03158,A040,breakout,1,-0.1004
S03159,A066,trend,0,-1.6382
S03164,A083,trend,1,-0.679
S03169,A105,breakout,1,1.2551
S03170,A126,breakout,0,0.9393
S03171,A069,meanrev,1,-0.2375
S03173,A083,trend,1,-1.4133
S03175,A114,breakout,0,0.0729
S03176,A143,breakout,1,1.2848
S03177,A122,trend,1,1.9134
S03178,A004,trend,1,1.1485
S03181,A064,breakout,0,2.7864
S03182,A087,breakout,0,1.8174
S03183,A155,trend,0,1.3601
S03184,A097,meanrev,0,0.6988
S03185,A074,trend,0,1.1497
S03186,A083,meanrev,1,0.1548
S03188,A030,voltimer,1,1.5897
S03189,A155,trend,1,0.7233
S03190,A134,meanrev,0,-0.0954
S03191,A020,voltimer,1,1.8318
S03193,A090,voltimer,1,1.9553
S03194,A101,breakout,0,0.4898
S03196,A143,voltimer,1,1.1835
S03197,A116,meanrev,0,-1.7487
S03198,A009,trend,1,0.7826
S03199,A051,breakout,0,1.073
S03200,A113,trend,1,-1.0654
S03203,A140,trend,0,0.3351
S03207,A003,voltimer,1,-0.0559
S03208,A134,meanrev,1,-0.7924
S03212,A116,voltimer,1,-0.896
S03214,A085,trend,0,0.3246
S03216,A017,meanrev,1,2.4792
S03217,A134,voltimer,0,1.2593
S03219,A021,breakout,1,1.9858
S03221,A110,breakout,0,-0.0228
S03222,A064,voltimer,0,2.5866
S03223,A160,voltimer,0,1.174
S03224,A004,meanrev,1,0.787
S03225,A082,breakout,0,2.4228
S03227,A039,voltimer,0,0.5579
S03228,A131,breakout,0,2.33
S03229,A103,voltimer,0,0.2059
S03230,A055,voltimer,0,0.0688
S03232,A048,meanrev,0,2.1147
S03233,A003,trend,1,0.6053
S03234,A044,trend,0,1.4021
S03235,A091,trend,0,0.5633
S03236,A027,meanrev,1,-1.4693
S03238,A153,voltimer,0,1.7703
S03239,A015,trend,0,-0.4095
S03241,A082,meanrev,0,-1.1353
S03242,A109,voltimer,0,1.1498
S03243,A093,voltimer,1,-0.5904
S03249,A020,meanrev,0,-1.0572
S03251,A074,breakout,0,1.4134
S03254,A106,breakout,0,-0.6967
S03255,A110,meanrev,0,0.8055
S03257,A002,voltimer,0,-1.1161
S03259,A042,breakout,0,0.7825
S03261,A138,breakout,0,-1.7692
S03262,A052,voltimer,0,0.6045
S03263,A100,voltimer,0,1.7512
S03266,A061,trend,0,-0.0788
S03269,A013,voltimer,0,1.8724
S03271,A087,voltimer,0,-0.2051
S03272,A150,trend,0,-0.2732
S03273,A095,trend,1,1.7764
S03274,A063,meanrev,0,0.9591
S03276,A097,meanrev,1,2.2921
S03277,A046,trend,1,1.4323
S03279,A070,trend,0,0.0995
S03280,A141,meanrev,1,-0.7076
S03282,A077,trend,0,2.1852
S03283,A144,trend,0,1.3509
S03284,A025,trend,1,1.1068
S03285,A020,meanrev,1,1.5921
S03286,A101,meanrev,0,-0.0444
S03287,A124,breakout,0,0.4673
S03288,A141,meanrev,0,0.1921
S03291,A139,trend,1,1.1367
S03293,A050,meanrev,1,0.4991
S03294,A139,breakout,0,0.5029
S03295,A111,meanrev,0,0.1173
S03297,A071,voltimer,0,0.3295
S03299,A108,trend,1,1.6263
S03300,A144,trend,0,1.2464
S03303,A041,voltimer,1,3.3247
S03305,A143,trend,0,-0.1178
S03306,A110,voltimer,1,-0.848
S03308,A111,voltimer,1,1.5796
S03310,A064,voltimer,1,1.7327
S03311,A140,meanrev,1,1.4999
S03312,A061,trend,0,0.2959
S03313,A093,meanrev,0,-0.2511
S03315,A052,breakout,0,0.9717
S03317,A085,voltimer,0,-0.1662
S03319,A018,meanrev,0,0.8731
S03320,A052,breakout,0,-0.5748
S03322,A110,trend,1,0.2431
S03323,A051,breakout,0,1.073
S03324,A030,voltimer,1,2.458
S03326,A093,trend,1,0.8177
S03327,A077,voltimer,1,2.0228
S03329,A140,trend,0,0.8906
S03331,A046,trend,0,-0.6875
S03333,A077,breakout,1,2.6103
S03334,A160,voltimer,1,2.639
S03335,A040,trend,1,1.4396
S03336,A002,breakout,1,0.2676
S03337,A071,voltimer,0,0.7064
S03339,A079,breakout,0,1.3597
S03340,A064,trend,1,1.5941
S03341,A098,breakout,1,2.1648
S03344,A026,voltimer,0,-0.2149
S03345,A015,meanrev,1,1.3319
S03346,A001,meanrev,0,-2.0727
S03349,A018,breakout,0,0.9613
S03350,A023,trend,0,0.11
S03351,A094,trend,0,-0.6229
S03353,A159,voltimer,1,-0.0122
S03354,A140,breakout,0,0.9691
S03355,A138,voltimer,0,-0.2085
S03360,A052,breakout,1,0.8413
S03363,A113,trend,0,-0.6579
S03364,A122,trend,0,-0.1133
S03365,A144,trend,0,1.3509
S03367,A003,meanrev,0,-1.3549
S03369,A129,breakout,1,2.4947
S03370,A100,breakout,0,1.7052
S03371,A153,breakout,0,0.7072
S03372,A143,meanrev,0,1.3721
S03374,A052,breakout,0,0.9717
S03375,A134,breakout,1,2.0482
S03376,A077,breakout,0,1.3429
S03377,A027,trend,0,-0.925
S03379,A064,meanrev,1,0.3974
S03381,A129,breakout,0,0.0343
S03382,A026,voltimer,1,2.8263
S03383,A081,voltimer,1,0.0012
S03384,A135,voltimer,0,2.1167
S03385,A087,trend,1,0.6984
S03387,A079,trend,0,1.0223
S03388,A151,voltimer,0,0.8121
S03389,A085,breakout,0,-1.3936
S03392,A091,meanrev,0,1.4919
S03393,A158,trend,0,1.3871
S03397,A109,trend,0,0.254
S03399,A077,breakout,0,0.8518
S03400,A081,meanrev,0,-0.0346
S03401,A151,trend,0,1.5297
S03402,A023,trend,1,-0.6395
S03403,A111,trend,0,0.5821
S03405,A160,trend,1,2.5775
S03406,A139,trend,0,0.9266
S03407,A109,voltimer,0,1.9879
S03408,A013,trend,0,-0.2027
S03410,A103,meanrev,1,1.6228
S03412,A020,meanrev,0,-0.4283
S03413,A063,voltimer,0,2.3769
S03414,A046,meanrev,0,-0.7334
S03416,A048,meanrev,0,-0.0315
S03419,A159,trend,1,-0.0351
S03420,A054,meanrev,0,1.2145
S03421,A129,breakout,1,1.1153
S03422,A054,trend,1,0.7871
S03427,A097,breakout,1,0.1909
S03428,A139,meanrev,0,-0.5706
S03429,A139,breakout,0,0.155
S03434,A081,trend,0,0.0335
S03435,A129,voltimer,1,1.7646
S03436,A097,trend,0,0.5429
S03437,A001,trend,0,-0.4708
S03438,A081,trend,0,0.6593
S03440,A017,trend,1,-0.3714
S03441,A068,meanrev,0,0.4667
S03443,A158,trend,1,1.4741
S03444,A092,meanrev,0,0.306
S03445,A051,voltimer,0,0.4271
S03446,A020,trend,1,1.0278
S03447,A024,voltimer,0,-0.1196
S03449,A135,voltimer,0,1.1021
S03450,A106,trend,0,-1.0854
S03453,A041,meanrev,0,0.106
S03454,A039,trend,0,0.8133
S03456,A079,voltimer,0,1.7403
S03457,A097,breakout,1,0.6598
S03458,A066,trend,1,-1.4419
S03460,A140,trend,1,1.238
S03461,A046,trend,1,-0.6823
S03462,A002,meanrev,1,3.5377
S03463,A141,trend,1,0.844
S03464,A054,meanrev,0,1.0671
S03465,A017,breakout,1,1.0453
S03467,A114,trend,1,0.5366
S03468,A124,breakout,0,0.2301
S03470,A051,trend,0,1.6759
S03473,A093,meanrev,1,3.0653
S03475,A111,breakout,1,1.4603
S03476,A025,breakout,0,0.3705
S03477,A055,voltimer,1,0.1571
S03481,A101,meanrev,1,1.0845
S03484,A027,trend,0,0.043
S03488,A079,breakout,1,1.6112
S03489,A068,meanrev,1,0.4667
S03490,A070,voltimer,1,0.2424
S03491,A003,trend,1,0.2853
S03492,A054,breakout,0,0.8928
S03493,A030,meanrev,1,-0.9003
S03496,A069,meanrev,1,0.1615
S03497,A055,trend,1,-0.411
S03499,A115,breakout,0,2.1959
S03500,A054,trend,0,-0.2163
S03501,A086,voltimer,0,-2.1722
S03503,A064,meanrev,0,-1.4355
S03506,A160,voltimer,0,0.4439
S03508,A030,breakout,1,2.2613
S03509,A066,breakout,0,-1.9458
S03511,A037,meanrev,1,0.9758
S03514,A138,trend,0,-1.2476
S03515,A150,trend,0,-1.1533
S03517,A081,meanrev,1,-1.2438
S03519,A103,breakout,0,0.6127
S03522,A002,breakout,0,0.1634
S03524,A155,meanrev,1,1.737
S03526,A024,trend,0,-1.1198
S03527,A143,meanrev,1,1.7326
S03529,A094,breakout,0,0.8577
S03530,A095,breakout,0,0.8072
S03532,A048,meanrev,0,0.84
S03534,A003,voltimer,0,-0.7795
S03536,A033,meanrev,1,1.0347
S03537,A144,meanrev,0,0.3077
S03538,A052,breakout,0,0.9717
S03539,A138,trend,1,-1.3269
S03542,A110,breakout,0,0.6263
S03546,A051,breakout,0,0.9612
S03547,A063,voltimer,0,1.7355
S03549,A069,meanrev,0,0.2116
S03550,A041,meanrev,0,0.2427
S03551,A068,trend,0,0.9235
S03552,A085,trend,0,0.6469
S03553,A041,breakout,1,-0.8789
S03555,A113,breakout,1,-1.239
S03556,A068,breakout,1,0.9639
S03557,A060,voltimer,0,1.5197
S03564,A039,breakout,0,0.2688
S03566,A018,voltimer,1,1.7039
S03567,A052,voltimer,0,2.7439
S03569,A081,trend,1,1.16
S03570,A070,meanrev,0,-0.9839
S03571,A142,meanrev,0,-0.1774
S03575,A025,voltimer,1,0.5248
S03576,A142,meanrev,0,-0.3262
S03577,A129,meanrev,0,-1.3981
S03580,A155,trend,1,1.4893
S03581,A077,breakout,0,1.2055
S03582,A108,meanrev,0,0.0
S03583,A039,voltimer,1,0.2005
S03584,A071,trend,0,1.4502
S03585,A077,voltimer,0,0.3193
S03588,A066,breakout,1,-1.0314
S03590,A115,voltimer,1,3.0423
S03591,A048,trend,1,-0.3022
S03592,A001,breakout,1,1.0058
S03593,A106,trend,0,-1.203
S03594,A010,voltimer,0,1.3832
S03595,A077,breakout,0,1.5447
S03596,A025,breakout,0,1.9298
S03597,A069,voltimer,1,0.3263
S03598,A041,voltimer,1,2.3719
S03600,A042,trend,0,1.2914
S03602,A086,breakout,1,2.3423
S03603,A020,meanrev,1,-0.0643
S03604,A068,voltimer,0,0.671
S03607,A083,breakout,0,0.4409
S03608,A103,voltimer,0,1.4828
S03609,A030,breakout,0,2.2613
S03611,A040,trend,1,-0.5031
S03612,A046,trend,0,0.0817
S03613,A155,meanrev,0,-0.7254
S03614,A050,breakout,0,1.1328
S03615,A028,voltimer,0,1.0697
S03617,A061,meanrev,0,1.7896
S03621,A082,trend,1,2.0387
S03622,A049,breakout,0,-1.4269
S03623,A091,trend,0,0.7762
S03624,A108,trend,0,2.022
S03625,A064,trend,0,0.6025
S03626,A110,trend,1,0.6338
S03627,A070,meanrev,0,-0.5208
S03629,A017,trend,0,-0.3983
S03630,A159,trend,0,-1.0962
S03631,A160,meanrev,1,1.847
S03632,A052,voltimer,1,1.1181
S03634,A044,meanrev,1,0.3412
S03637,A116,voltimer,0,-0.549
S03638,A126,meanrev,1,-0.2738
S03640,A141,voltimer,0,2.6205
S03641,A150,trend,0,-1.4944
S03642,A100,breakout,0,1.0526
S03643,A092,meanrev,1,-0.6744
S03648,A097,trend,1,0.2772
S03650,A092,trend,1,-0.3928
S03651,A110,voltimer,0,1.0822
S03653,A024,meanrev,0,0.2574
S03654,A064,meanrev,0,-1.049
S03655,A042,breakout,0,1.1971
S03656,A070,trend,1,-0.6568
S03658,A054,breakout,0,1.4914
S03659,A026,trend,0,-0.7704
S03663,A135,meanrev,0,-1.4365
S03665,A039,voltimer,0,1.1107
S03668,A081,breakout,1,2.2682
S03670,A042,voltimer,1,2.4829
S03672,A122,meanrev,0,0.6421
S03674,A060,voltimer,0,0.9394
S03675,A086,breakout,0,0.0049
S03676,A158,trend,0,-0.1451
S03678,A033,voltimer,0,2.0547
S03679,A097,meanrev,0,0.3889
S03680,A044,voltimer,1,0.2536
S03686,A141,breakout,0,1.0293
S03690,A148,meanrev,1,-0.7821
S03691,A110,trend,0,0.5499
S03692,A111,trend,1,2.245
S03694,A093,meanrev,0,0.2357
S03697,A153,trend,0,1.1775
S03698,A148,trend,0,-1.4694
S03701,A106,meanrev,0,0.9588
S03702,A055,voltimer,0,0.7346
S03704,A083,voltimer,0,-1.2432
S03711,A122,voltimer,0,1.6337
S03712,A061,voltimer,0,1.6909
S03714,A074,breakout,0,1.9061
S03715,A098,meanrev,1,2.3736
S03717,A139,breakout,1,2.1424
S03723,A074,meanrev,0,-0.7485
S03724,A085,meanrev,1,-0.3895
S03727,A086,trend,0,0.792
S03730,A018,breakout,1,0.4727
S03731,A060,meanrev,0,-1.3789
S03734,A027,trend,1,-0.1049
S03735,A027,voltimer,1,-0.602
S03736,A094,meanrev,0,1.9124
S03737,A079,trend,0,1.2127
S03738,A115,meanrev,1,-1.256
S03739,A113,voltimer,1,-0.7289
S03741,A108,meanrev,0,2.5958
S03743,A139,voltimer,1,3.0958
S03746,A148,meanrev,0,-0.6235
S03747,A085,voltimer,1,0.6274
S03748,A050,meanrev,0,0.0382
S03750,A086,trend,0,1.2214
S03751,A003,trend,0,0.5197
S03752,A108,breakout,0,1.1364
S03754,A046,voltimer,1,0.728
S03755,A148,trend,0,-1.3972
S03756,A153,breakout,1,1.315
S03757,A048,breakout,0,0.4069
S03760,A077,trend,0,2.3183
S03761,A085,voltimer,1,-0.153
S03762,A101,meanrev,0,-0.0769
S03766,A037,meanrev,0,-0.5596
S03767,A114,trend,0,-0.2971
S03770,A069,meanrev,0,0.2116
S03771,A015,trend,1,1.3262
S03775,A097,breakout,0,0.3941
S03778,A021,meanrev,0,-1.9797
S03779,A013,voltimer,0,1.5903
S03780,A124,voltimer,0,0.5565
S03781,A039,voltimer,1,1.0076
S03782,A101,breakout,1,0.4898
S03783,A026,trend,0,-0.7951
S03784,A095,meanrev,0,3.1263
S03785,A129,voltimer,0,0.5807
S03787,A066,meanrev,0,0.9487
S03789,A139,trend,0,0.2563
S03790,A046,trend,1,0.4158
S03793,A069,breakout,1,-0.0676
S03794,A160,meanrev,0,-0.0825
S03796,A092,breakout,1,0.055
S03798,A071,meanrev,0,-1.9731
S03799,A027,trend,1,0.043
S03800,A087,trend,0,-0.2242
S03801,A150,trend,0,0.1621
S03802,A069,trend,0,-1.6476
S03803,A094,meanrev,0,1.2909
S03806,A142,trend,1,-2.0847
S03809,A018,trend,1,0.4654
S03810,A015,breakout,0,0.7382
S03811,A075,meanrev,0,0.6492
S03812,A077,voltimer,1,2.3925
S03813,A009,meanrev,0,1.1335
S03814,A075,voltimer,0,2.1399
S03815,A148,breakout,0,-0.8432
S03816,A049,meanrev,0,1.5984
S03821,A074,trend,1,1.2126
S03825,A134,trend,1,0.6242
