row_id,word,src_accent,source_pronunciation,tgt_accent,phonemes
train_015737,orthogonal,GA,ɔɹθɑɡənəl,RP,ɔθɒɡənəl
train_015738,underpin,AU,ɐndəpɪn,GA,ʌndɚpɪn
train_015739,urged,RP,ɜd͡ʒd,GA,ɝd͡ʒd
train_015740,ubiquity,AU,jʉbɪkwɪti,NZ,jʉbəkwəti
train_015741,symmetric,RP,sɪmɛtɹɪk,AU,sɪmetɹɪk
train_015742,tights,AU,tɑets,RP,taɪts
train_015743,centenarian,GA,sɛnənɛɹiən,RP,sɛntənɛrɪən
train_015744,abuse,GA,əbjuz,RP,əbjus
train_015745,nourishment,GA,nɝɪʃmənt,RP,nʌɹɪʃmənt
train_015746,superman,GA,supɚmæn,RP,sjupəmæn
train_015747,interpretation,GA,ɪntɝpɹəteɪʃən,AU,ɪntɜpɹətæɪʃən
train_015748,murmur,RP,mɜmə,GA,mɝmɚ
train_015749,parentela,GA,pɛrəntilə,RP,parəntilə
train_015750,sowing,GA,soʊɪŋ,RP,səʊɪŋ
train_015751,spiral,RP,spaɪɹəl,AU,spɑɪɹəl
train_015752,regale,AU,ɹɪɡæɪl,GA,ɹɪɡeɪl
train_015753,honda,RP,hɒndə,GA,hɑndə
train_015754,canteen,GA,kæntin,RP,kæntin
train_015755,slapper,RP,slæpə,GA,slæpɚ
train_015756,goodbye,GA,ɡʊdbaɪ,AU,ɡʊdbɑe
train_015757,quandary,RP,kwɒndəɹi,GA,kwɑndəɹi
train_015758,not,AU,nɔt,RP,nɒt
train_015759,jingoistic,RP,d͡ʒɪŋɡəʊɪstɪk,GA,d͡ʒɪŋɡoʊɪstɪk
train_015760,reforms,GA,ɹɪfɔɹmz,RP,ɹɪfɔmz
train_015761,coincidence,GA,koʊɪnsɪdəns,AU,kəʉɪnsɪdəns
train_015762,fauxtatoes,GA,foʊteɪtoʊz,RP,fəʊteɪtəʊz
train_015763,locker,RP,lɒkəɹ,GA,lɑkɚ
train_015764,sigmoid,RP,sɪɡmɔɪd,NZ,səɡmoɪd
train_015765,confer,AU,kənfɜ,RP,kənfɜ
train_015766,serves,GA,sɝvz,RP,sɜvz
train_015767,dross,AU,dɹɔs,NZ,dɹɒs
train_015768,guarding,GA,ɡɑɹdɪŋ,RP,ɡɑdɪŋ
train_015769,railroad,RP,ɹeɪlɹəʊd,GA,ɹeɪlɹoʊd
train_015770,pervasive,GA,pɚveɪsɪv,NZ,pəvæɪsəv
train_015771,leonine,GA,liənaɪn,RP,liənaɪn
train_015772,araucaria,RP,arɔkɛriə,GA,ærɔkɛriə
train_015773,decor,RP,deɪkɔ,GA,deɪkoɹ
train_015774,cronyism,RP,kɹəʊnɪɪzəm,GA,kɹoʊniɪzəm
train_015775,ambivert,RP,æmbɪvɜt,GA,æmbəvɚt
train_015776,posterior,NZ,pɒstiəɹiə,GA,poʊstɪɹiɚ
train_015777,exercise,GA,ɛksɚsaɪz,NZ,eksəsaɪz
train_015778,guarded,RP,ɡɑdɪd,GA,ɡɑɹdɪd
train_015779,awareness,RP,əwɛənəs,AU,əwenəs
train_015780,however,RP,haʊɛvə,AU,hæɔevə
train_015781,bladder,RP,blædə,GA,blædɚ
train_015782,ran,AU,ɹæn,RP,ɹæn
train_015783,jukebox,RP,d͡ʒukbɒks,GA,d͡ʒukbɑks
train_015784,workhorse,RP,wɜkhɔs,GA,wɝkhoɹs
train_015785,dreamer,RP,dɹimə,GA,dɹimɚ
train_015786,upstairs,GA,ʌpstɛɹz,AU,ɐpstez
train_015787,proboscis,AU,pɹəʉbɔskɪs,RP,pɹəʊbɒskɪs
train_015788,fastened,RP,fɑsn̩d,GA,fæsn̩d
train_015789,yew,RP,ju,GA,ju
train_015790,penny,AU,peni,RP,pɛni
train_015791,dermatology,GA,dɝmətɑləd͡ʒi,RP,dɜmətɒləd͡ʒi
train_015792,quality,NZ,kwɒləti,AU,kwɔləti
train_015793,cohesive,GA,koʊhisɪv,RP,kəʊhisɪv
train_015794,mechanic,RP,mɪkænɪk,AU,məkænɪk
train_015795,polytetrafluoroethylene,GA,pɑlitɛtɹəflɔɹoʊɛθɪlin,RP,pɒlitɛtɹəflɔɹəʊɛθɪlin
train_015796,meerkat,RP,mɪəkat,GA,mɪəɹkæt
train_015797,broke,GA,bɹoʊ̯k,RP,bɹəʊ̯k
train_015798,effulgent,RP,ɪfʌldʒənt,GA,ɪfʌld͡ʒənt
train_015799,apatite,GA,æpətaɪt,RP,æpətaɪt
train_015800,uses,NZ,jʉsəz,AU,jʉsɪz
train_015801,potent,NZ,pɐʉtənt,RP,pəʊtənt
train_015802,chronic,NZ,kɹɒnək,RP,kɹɒnɪk
train_015803,swastika,NZ,swɔstɘkɘ,GA,swɑstɪkə
train_015804,press,RP,pɹɛs,AU,pɹes
train_015805,riverbank,GA,ɹɪvɚbæŋk,RP,ɹɪvəbæŋk
train_015806,coordination,RP,kəʊɔdɪneɪʃən,NZ,kɐʉodənæɪʃən
train_015807,mayor,GA,meɪ̯ɚ,RP,mɛə̯
train_015808,arbitrary,AU,ɐbɪtɹəɹi,RP,ɑbɪtɹəɹi
train_015809,panda,GA,pændə,RP,pændə
train_015810,sorry,AU,sɔɹi,RP,sɒɹi
train_015811,reshape,AU,ɹiʃæɪ̯p,NZ,ɹiʃæɪ̯p
train_015812,lode,GA,loʊd,AU,ləʉd
train_015813,fodder,RP,fɒdə,GA,fɑdɚ
train_015814,slither,NZ,sləðə,GA,slɪðɚ
train_015815,proliferation,RP,pɹəlɪfəɹeɪʃən,AU,pɹəlɪfəɹæɪʃən
train_015816,black,NZ,blɛk,RP,blæk
train_015817,stair,RP,stɛə,NZ,stiə
train_015818,verve,RP,vɜv,NZ,vøv
train_015819,benefits,RP,bɛnɪfɪts,AU,benəfɪts
train_015820,choose,GA,t͡ʃuz,AU,ʃʉz
train_015821,frontier,GA,fɹʌntɪɹ,RP,fɹʌntɪə
train_015822,wearer,GA,wɛɹɚ,AU,weɹə
train_015823,dermatology,AU,dɜmətɔləd͡ʒi,RP,dɜmətɒləd͡ʒi
train_015824,yammer,GA,jæmɚ,RP,jæmə
train_015825,shero,GA,ʃɪɹoʊ,RP,ʃɪəɹəʊ
train_015826,frosh,GA,fɹɔʃ,AU,fɹɔʃ
train_015827,qualitative,GA,kwɑləteɪtɪv,RP,kwɒlɪtətɪv
train_015828,alongside,RP,əlɒŋsaɪd,NZ,əlɒŋsaɪd
train_015829,adaptability,GA,ədæptəbɪləti,RP,ədæptəbɪlɪti
train_015830,completion,RP,kəmpliʃən,GA,kəmpliʃən
train_015831,console,RP,kɒnsəʊl,NZ,kɒnsɐʉl
train_015832,normative,NZ,nomətəv,GA,noɹmətɪv
train_015833,tribunal,RP,tɹaɪbjunəl,GA,tɹaɪbjunəl
train_015834,assured,GA,əʃʊɹd,RP,əʃʊəd
train_015835,interrogate,RP,ɪntɛɹəɡeɪt,NZ,ənteɹəɡæɪt
train_015836,troubadour,RP,trubədɔ,GA,trubədɔr
train_015837,cheer,RP,t͡ʃɪə,NZ,t͡ʃiə
train_015838,articulation,GA,ɑɹtɪkjəleɪʃən,RP,ɑtɪkjʊleɪʃən
train_015839,telemetry,RP,tɪlɛmɪtɹi,AU,təlemətɹi
train_015840,fard,GA,fɑɹd,RP,fɑd
train_015841,save,RP,seɪv,AU,sæɪv
train_015842,wag,AU,wæɡ,NZ,wɛɡ
train_015843,inform,GA,ɪnfɔɹm,RP,ɪnfɔm
train_015844,flour,GA,flaʊɚ,AU,flæʊə
train_015845,here,AU,hɪ,GA,hɪɚ̯
train_015846,origin,NZ,ɒɹəd͡ʒən,AU,ɔɹɪd͡ʒɪn
train_015847,flour,AU,flæʊə,RP,flaʊə
train_015848,stalwart,RP,stɔlwət,NZ,stolwət
train_015849,watermelon,GA,wɑtəɹmɛlən,RP,wɔtəmɛlən
train_015850,wares,AU,wez,RP,wɛəz
train_015851,untrustworthy,AU,ɐntɹɐstwɜði,NZ,ɐntɹɐstwøði
train_015852,ruling,RP,ɹulɪŋ,AU,ɹʉlɪŋ
train_015853,exposure,GA,ɪkspoʊʒɚ,NZ,ɘkspɐʉʒɘɹ
train_015854,impeach,RP,ɪmpit͡ʃ,GA,ɪmpit͡ʃ
train_015855,allo,RP,æləʊ,GA,æloʊ
train_015856,dimensional,RP,daɪmɛnʃənəl,AU,dɪmenʃənəl
train_015857,participation,NZ,pɐtəsəpæɪʃən,GA,pɑɹtɪsɪpeɪʃən
train_015858,inaccuracy,GA,ɪnækjɚəsi,RP,ɪnakjʊɹəsi
train_015859,hardship,GA,hɑɹdʃɪp,RP,hɑdʃɪp
train_015860,exercise,RP,ɛksəsaɪz,AU,eksəsɑez
train_015861,deck,RP,dɛk,AU,dek
train_015862,orders,AU,odəz,RP,ɔdəz
train_015863,doll,RP,dɒl,GA,dɑl
train_015864,hitchhiker,RP,hɪtʃhaɪkə,GA,hɪtʃhaɪkɚ
train_015865,bottle,AU,bɔtəl,RP,bɒtəl
train_015866,showed,GA,ʃoʊd,RP,ʃəʊd
train_015867,sewage,GA,suɪd͡ʒ,RP,suɪd͡ʒ
train_015868,foam,RP,fəʊ̯m,GA,fɔʊ̯m
train_015869,ballet,GA,bæleɪ,AU,bælæɪ
train_015870,press,AU,pɹes,RP,pɹɛs
train_015871,cousin,RP,kʌzn̩,AU,kɐzən
train_015872,illuminating,GA,ɪluməneɪtɪŋ,RP,ɪljumɪneɪtɪŋ
train_015873,achievable,AU,ət͡ʃivəbəl,RP,ət͡ʃivəbəl
train_015874,penny,RP,pɛni,AU,peni
train_015875,introductory,NZ,əntɹədɐktəɹi,AU,ɪntɹədɐktəɹi
train_015876,solitaire,GA,sɑlətɚ,RP,sɒlɪtɛəɹ
train_015877,freelance,RP,fɹilɑns,GA,fɹilæns
train_015878,cemetery,RP,sɛmɪtɹi,NZ,semɘtʃɹi
train_015879,postcode,GA,poʊstkoʊd,RP,pəʊstkəʊd
train_015880,carp,RP,kɑp,GA,kɑɹp
train_015881,rescue,RP,ɹɛskju,GA,ɹɛskju
train_015882,dose,AU,dəʉ̯s,GA,doʊ̯s
train_015883,music,RP,mjuzɪk,AU,mjʉzɪk
train_015884,minus,RP,maɪnəs,AU,mɑenəs
train_015885,oats,AU,æɔts,NZ,æʊts
train_015886,banausic,GA,bənɔzɪk,RP,bənɔsɪk
train_015887,privileges,AU,pɹɪvəlɪd͡ʒɪz,RP,pɹɪvɪlɪd͡ʒɪz
train_015888,ballet,AU,bælæɪ,GA,bæleɪ
train_015889,aforesaid,RP,əfɔsɛd,GA,əfɔɹsɛd
train_015890,colchicine,RP,kɒltʃɪsin,GA,kɑlt͡ʃəsin
train_015891,roadrunner,RP,ɹəʊdɹʌnə,GA,ɹoʊdɹʌnɚ
train_015892,priority,NZ,pɹaɪɒɹəti,AU,pɹɑeɔɹəti
train_015893,alpenstock,RP,ælpənstɒk,GA,ælpənstɑk
train_015894,unlock,NZ,ɐnlɒk,AU,ɐnlɔk
train_015895,syringe,RP,sɪɹɪndʒ,GA,səɹɪnd͡ʒ
train_015896,freak,GA,fɹik,RP,fɹik
train_015897,microphone,GA,maɪkɹəfoʊn,RP,maɪkɹəfəʊn
train_015898,respect,AU,ɹɪspekt,NZ,ɹəspekt
train_015899,churl,GA,t͡ʃɝl,RP,tʃɜl
train_015900,fluster,RP,flʌstə,GA,flʌstəɹ
train_015901,lessor,GA,lɛsəɹ,RP,lɛsə
train_015902,starve,GA,stɑɹv,RP,stɑv
train_015903,stopping,NZ,stɒpɪŋ,RP,stɒpɪŋ
train_015904,zapateado,GA,sɑpəteɪɑdoʊ,RP,zæpætiɑdəʊ
train_015905,unconscious,GA,ʌnkɑnʃəs,RP,ʌnkɒnʃəs
train_015906,cellulite,GA,sɛljəlaɪt,RP,sɛljʊlaɪt
train_015907,improvisation,GA,ɪmpɹɑvəzeɪʃən,RP,ɪmpɹəvaɪzeɪʃən
train_015908,polarize,RP,pəʊləɹaɪz,NZ,pɐʉləɹaɪz
train_015909,dogleg,GA,dɔɡlɛɡ,RP,dɒɡlɛɡ
train_015910,spokesperson,RP,spəʊkspɜɹsən,GA,spoʊkspɝsən
train_015911,llama,RP,lɑmə,AU,lɐmə
train_015912,fecund,RP,fɛkənd,GA,fɛkənd
train_015913,compilation,GA,kɑmpɪleɪʃən,RP,kɒmpɪleɪʃən
train_015914,dissatisfaction,RP,dɪssætɪsfækʃən,AU,dɪssætɪsfækʃən
train_015915,flared,AU,fled,RP,flɛəd
train_015916,disprove,AU,dɪspɹʉv,GA,dɪspɹuv
train_015917,saltation,GA,sælteɪʃən,RP,sælteɪʃən
train_015918,media,RP,midiə,GA,midiə
train_015919,greenwood,RP,ɡɹinwʊd,GA,ɡɹinwʊd
train_015920,prepared,NZ,pɹəpeəd,AU,pɹɪped
train_015921,compromise,NZ,kɒmpɹəmaɪz,AU,kɔmpɹəmɑez
train_015922,perceptive,GA,pɚsɛptɪv,RP,pəsɛptɪv
train_015923,half,GA,hæf,AU,häf
train_015924,responsibilities,GA,ɹɪspɑnsəbɪlətiz,RP,ɹɪspɒnsəbɪlɪtiz
train_015925,bearer,RP,bɛəɹə,AU,beɹə
train_015926,dominance,NZ,dɒmənəns,RP,dɒmɪnəns
train_015927,downstairs,NZ,daʊnstiəz,RP,daʊnstɛəz
train_015928,pole,NZ,pɐʉl,RP,pəʊl
train_015929,contaminate,RP,kəntæmɪneɪt,NZ,kəntɛmənæɪt
train_015930,momentum,GA,moʊmɛntəm,RP,məʊmɛntəm
train_015931,torn,GA,toɹn,RP,tɔn
train_015932,melodious,RP,mələʊdiəs,GA,məloʊdiəs
train_015933,cubicle,NZ,kjʉbəkəl,GA,kjubɪkəl
train_015934,tonetic,RP,təʊnɛtɪk,GA,toʊnɛtɪk
train_015935,defer,GA,dɪfɝ,AU,dɪfɜ
train_015936,analytical,GA,ænəlɪtɪkəl,NZ,ɛnələtəkəl
train_015937,northward,GA,nɔɹθwɚd,RP,nɔθwəd
train_015938,profession,AU,pɹəfeʃən,RP,pɹəfɛʃən
train_015939,ignored,NZ,əɡno,AU,ɪɡno
train_015940,target,NZ,tɐɡət,GA,tɑɹɡɪt
train_015941,jojoba,GA,hoʊhoʊbə,RP,həhəʊbə
train_015942,you,AU,jʉ,RP,ju
train_015943,fear,NZ,fiə,RP,fɪə
train_015944,bonhomie,RP,bɒnəmi,GA,bɑnəmi
train_015945,clipper,RP,klɪpə,GA,klɪpɚ
train_015946,detonate,AU,detənæɪt,GA,dɛtəneɪt
train_015947,homophobic,GA,hoʊməfoʊbɪk,RP,həʊməfəʊbɪk
train_015948,opt,AU,ɔpt,GA,ɑpt
train_015949,fair,GA,fɛɚ,RP,fɛə
train_015950,conch,RP,kɒŋk,GA,kɑŋk
train_015951,scoop,RP,skup,GA,skup
train_015952,pierce,GA,pɪɹs,NZ,piəs
train_015953,organ,GA,oɹɡən,AU,oɡən
train_015954,comeback,AU,kɐmbæk,RP,kʌmbæk
train_015955,accordance,RP,əkɔdəns,GA,əkoɹdəns
train_015956,penetration,GA,pɛnətɹeɪʃən,RP,pɛnɪtɹeɪʃən
train_015957,loose,AU,lʉs,RP,lus
train_015958,scintillation,RP,sɪntɪleɪʃən,GA,sɪntəleɪʃən
train_015959,burden,RP,bɜdn̩,NZ,bødn̩
train_015960,flaw,RP,flɔ,GA,flɔ
train_015961,classmate,GA,klæsmeɪt,RP,klɑsmeɪt
train_015962,civilization,NZ,səvəlaɪzæɪʃən,GA,sɪvəlaɪzeɪʃən
train_015963,pierce,NZ,piəs,GA,pɪɹs
train_015964,receipts,GA,ɹɪsits,RP,ɹɪsits
train_015965,ulterior,RP,ʌltɪəɹɪə,GA,ʌltɪɚiɚ
train_015966,realized,GA,ɹiəlaɪzd,RP,ɹɪəlaɪzd
train_015967,doldrums,RP,dɒldɹəmz,GA,dɑldɹəmz
train_015968,jaundice,RP,d͡ʒɔndɪs,AU,d͡ʒondɪs
train_015969,contaminate,NZ,kəntɛmənæɪt,AU,kəntæmɪnæɪt
train_015970,pasta,NZ,pɑstə,AU,pɑstə
train_015971,lantern,RP,læntən,GA,læ̝ntɚn
train_015972,bareness,RP,bɛənəs,AU,benəs
train_015973,impairment,AU,ɪmpemənt,RP,ɪmpɛəmənt
train_015974,zucchino,GA,zukinoʊ,RP,zukinəʊ
train_015975,archive,RP,ɑkaɪv,AU,akɑɪv
train_015976,focusing,RP,fəʊkəsɪŋ,GA,foʊkəsɪŋ
train_015977,porridge,AU,pɔɹɪd͡ʒ,GA,pɔɹɪd͡ʒ
train_015978,adolescence,RP,ædəlɛsəns,AU,ædəlesəns
train_015979,for,RP,fɔ,GA,fɔɹ
train_015980,modica,RP,mɒdɪkə,GA,mɑdɪkə
train_015981,ogle,RP,əʊɡl̩,GA,oʊɡl̩
train_015982,believe,RP,bɪliv,GA,bɪliv
train_015983,demonstrate,AU,demənstɹæɪt,RP,dɛmənstɹeɪt
train_015984,asthma,RP,asmə,GA,æzmə
train_015985,enchanter,GA,ɪnt͡ʃæntɚ,RP,ɪntʃɑntə
train_015986,ocean,RP,əʊʃən,AU,əʉʃən
train_015987,fireman,RP,faɪəmən,GA,faɪɹmən
train_015988,inducement,AU,ənd͡ʒʉsmənt,RP,ɪndjusmənt
train_015989,promise,GA,pɹɑmɪs,RP,pɹɒmɪs
train_015990,blag,NZ,blɛɡ,AU,blæɡ
train_015991,revise,RP,ɹɪvaɪz,AU,ɹɪvɑez
train_015992,approachable,RP,əpɹəʊt͡ʃəbəl,GA,əpɹoʊt͡ʃəbəl
train_015993,sacrifice,RP,sækɹɪfaɪs,AU,sækɹɪfɑes
train_015994,unburden,RP,ʌnbɜdn̩,AU,ɐnbɜdn̩
train_015995,fog,NZ,fɒɡ,GA,fɑɡ
train_015996,steer,GA,stɪɹ,RP,stɪə
train_015997,syntactical,RP,sɪntaktɪkl,GA,sɪntæktəkəl
train_015998,cohort,AU,kəʉ̯hot,GA,koʊ̯hɔɹt
train_015999,proclaim,AU,pɹəʉklæɪm,RP,pɹəʊkleɪm
train_016000,hope,AU,həʉp,NZ,hɐʉp
train_016001,energize,NZ,enəd͡ʒaɪz,AU,enəd͡ʒɑɪz
train_016002,brute,AU,bɹʉt,RP,bɹut
train_016003,obfuscation,GA,ɑbfəskeɪʃən,AU,ɔbfəskæɪʃən
train_016004,nociceptive,RP,nəʊsɪsɛptɪv,GA,noʊsəsɛptɪv
train_016005,plenipotentiary,GA,plɛnɪpoʊtɛnʃiəɹi,RP,plɛnɪpəʊtɛnʃəɹi
train_016006,flare,AU,fle,GA,flɛɚ̯
train_016007,department,GA,dɪpɑɹtmənt,NZ,dəpɐtmənt
train_016008,feasible,RP,fizɪbəl,NZ,fizəbəl
train_016009,shojo,RP,ʃəʊd͡ʒəʊ,GA,ʃoʊd͡ʒoʊ
train_016010,rock,NZ,ɹɒk,RP,ɹɒk
train_016011,dimension,GA,dɪmɛnʃən,NZ,dəmenʃən
train_016012,conducive,AU,kəndjʉsɪv,RP,kəndjusɪv
train_016013,dwarfism,RP,dwɔfɪzəm,GA,dwɔɹfɪzəm
train_016014,forthcoming,GA,fɔɹθkʌmɪŋ,RP,fɔθkʌmɪŋ
train_016015,croc,GA,kɹɑk,RP,kɹɒk
train_016016,demure,NZ,dəmjʉəɹ,AU,dəmjʊəɹ
train_016017,ruling,GA,ɹulɪŋ,RP,ɹulɪŋ
train_016018,doxology,RP,dɒksɒlədʒi,GA,dɑksɑləd͡ʒi
train_016019,generally,RP,d͡ʒɛnɹəli,GA,d͡ʒɛnɚli
train_016020,communication,GA,kəmjunɪkeɪʃən,NZ,kəmjʉnəkæɪʃən
train_016021,sparkling,RP,spɑkl̩ɪŋ,GA,spɑɹkl̩ɪŋ
train_016022,ringtone,RP,ɹɪŋtəʊn,AU,ɹɪŋtəʉ̯n
train_016023,voluntarism,RP,vɒləntəɹɪzəm,GA,vɑləntəɹɪzəm
train_016024,float,GA,floʊt,AU,fləʉt
train_016025,scammer,RP,skæmə,NZ,skɛmə
train_016026,digraph,RP,daɪɡɹɑf,GA,daɪɡræf
train_016027,swerve,GA,swɝv,RP,swɜv
train_016028,horizon,AU,həɹɑezən,RP,həɹaɪzən
train_016029,phytomining,GA,faɪtoʊmaɪnɪŋ,RP,faɪtəʊmaɪnɪŋ
train_016030,arsenate,GA,ɑɹsənət,RP,ɑsɪneɪt
train_016031,momentum,AU,məʉmentəm,NZ,mɐʉmentəm
train_016032,target,AU,tɐɡɪt,RP,tɑɡɪt
train_016033,music,GA,mjuzɪk,RP,mjuzɪk
train_016034,spoke,RP,spəʊk,GA,spoʊk
train_016035,herald,AU,heɹəld,RP,hɛɹəld
train_016036,sheer,NZ,ʃiə̯,RP,ʃɪə̯
train_016037,balmy,AU,bɐmi,RP,bɑmi
train_016038,fabricate,AU,fæbɹɪkæɪt,GA,fæbɹɪkeɪt
train_016039,malformed,GA,mælfɔɹmd,RP,mælfɔmd
train_016040,bypath,GA,baɪpæθ,RP,baɪpɑθ
train_016041,resist,AU,ɹɪzɪst,RP,ɹɪzɪst
train_016042,meninx,RP,menɪŋks,GA,minɪŋks
train_016043,health,RP,hɛlθ,AU,helθ
train_016044,haul,GA,hɔl,RP,hɔl
train_016045,furrier,RP,fʌɹiə,GA,fɜɹiəɹ
train_016046,animalcule,RP,ænɪmælkjul,GA,ænəmælkjul
train_016047,happier,RP,hæpiə,GA,hæpiɚ
train_016048,cream,GA,kɹim,RP,kɹim
train_016049,brood,RP,bɹud,GA,bɹud
train_016050,economist,GA,ikɑnəmɪst,RP,ɪkɒnəmɪst
train_016051,cupboard,GA,kʌbəɹd,AU,kɐbəd
train_016052,code,RP,kəʊd,GA,koʊd
train_016053,stripe,RP,stɹaɪp,GA,stɹaɪp
train_016054,omnifarious,GA,ɑmnɪfɛɹiəs,RP,ɒmnɪfɛəɹiəs
train_016055,centripetal,RP,sɛntɹɪpitl̩,GA,sɛntɹɪpətl̩
train_016056,worries,RP,wʌɹiz,GA,wʌɹiz
train_016057,mineral,RP,mɪnəɹəl,AU,mɪnəɹəl
train_016058,forsake,RP,fɔseɪk,GA,fɔɹseɪk
train_016059,topple,GA,tɑpl̩,RP,tɒpl̩
train_016060,urban,NZ,øbən,GA,ɝbən
train_016061,tarsus,RP,tɑsəs,GA,tɑɹsəs
train_016062,postpositive,RP,pəʊstpɒzɪtɪv,GA,poʊstpɑzɪtɪv
train_016063,marmalade,RP,mɑməleɪd,GA,mɑɹməleɪd
train_016064,obfuscation,AU,ɔbfəskæɪʃən,RP,ɒbfəskeɪʃən
train_016065,windows,RP,wɪndəʊz,AU,wɪndəʉz
train_016066,furlong,GA,fɝlɔŋ,RP,fɜlɒŋ
train_016067,hearing,RP,hɪəɹɪŋ,GA,hɪɹɪŋ
train_016068,wary,GA,wɛɚi,AU,weɹi
train_016069,mallard,GA,mælɚd,RP,mælɑd
train_016070,rope,RP,ɹəʊp,GA,ɹoʊp
train_016071,scarlet,RP,skɑlɪt,GA,skɑɹlɪt
train_016072,googly,GA,ɡuɡli,AU,ɡʉɡli
train_016073,dose,GA,doʊ̯s,NZ,dɐʉ̯s
train_016074,periscope,AU,peɹɪskəʉp,RP,pɛɹɪskəʊp
train_016075,tearer,NZ,tiəɹə,RP,tɛəɹə
train_016076,deodorant,GA,dioʊdəɹənt,RP,diəʊdəɹənt
train_016077,acceptability,RP,æksɛptəbɪlɪti,AU,ækseptəbɪləti
train_016078,doorway,RP,dɔweɪ,GA,dɔɹweɪ
train_016079,privilege,RP,pɹɪvɪlɪd͡ʒ,AU,pɹɪvəlɪd͡ʒ
train_016080,metre,RP,mitə,GA,mitəɹ
train_016081,communal,AU,kəmjʉnəl,RP,kəmjunəl
train_016082,muhajir,GA,muhɑdʒɪɹ,RP,muhɑdʒɪəɹ
train_016083,stonewall,GA,stoʊnwɔl,RP,stəʊnwɔl
train_016084,flounder,AU,flæʊ̯ndə,GA,flaʊ̯ndɚ
train_016085,cornetto,GA,kɔɹnɛtoʊ,RP,kɔnɛtəʊ
train_016086,explosive,NZ,eksplɐʉsəv,GA,ɛksploʊsɪv
train_016087,discipline,GA,dɪsəplɪn,RP,dɪsɪplɪn
train_016088,recent,AU,ɹisənt,NZ,ɹisənt
train_016089,continues,GA,kəntɪnjuz,RP,kəntɪnjuz
train_016090,tramp,AU,tɹæmp,RP,tɹæmp
train_016091,ubiquity,NZ,jʉbəkwəti,AU,jʉbɪkwɪti
train_016092,gast,RP,ɡɑst,GA,ɡæst
train_016093,oversee,GA,oʊvɚsi,RP,əʊvəsi
train_016094,forceful,RP,fɔsfəl,GA,foɹsfəl
train_016095,architecture,NZ,ɐkətekt͡ʃə,AU,ɐkɪtekt͡ʃə
train_016096,suitability,GA,sutəbɪləti,RP,sjutəbɪlɪti
train_016097,googolplex,RP,ɡuɡəlplɛks,GA,ɡuɡəlplɛks
train_016098,scurrilous,RP,skʌɹələs,GA,skɜɹələs
train_016099,early,RP,ɜli,GA,ɝli
train_016100,traction,RP,tɹækʃən,NZ,tɹɛkʃən
train_016101,loath,GA,loʊθ,RP,ləʊθ
train_016102,today,RP,tʊdeɪ,GA,tədeɪ
train_016103,tragedy,GA,tɹæd͡ʒɪdi,RP,tɹæd͡ʒɪdi
train_016104,thalassocracy,RP,θæləsɒkɹəsi,GA,θæləsɑkɹəsi
train_016105,alphabetical,RP,ælfəbɛtɪkəl,AU,ælfəbetɪkəl
train_016106,wary,NZ,weəɹi,GA,wɛɚi
train_016107,others,GA,ʌðɚz,RP,ʌðəz
train_016108,cognitively,AU,kɔɡnɪtɪvli,GA,kɑɡnɪtɪvli
train_016109,rummy,RP,ɹʌmɪ,GA,ɹʌmi
train_016110,yearly,RP,jɪəli,GA,jɪɹli
train_016111,eastward,GA,istwɚd,RP,istwəd
train_016112,separately,AU,sepəɹətli,GA,sɛpɹətli
train_016113,merely,AU,mɪəli,RP,mɪəli
train_016114,bubble,AU,bɐbəl,RP,bʌbəl
train_016115,connotation,NZ,kɒnətæɪʃən,RP,kɒnəteɪʃən
train_016116,psychopathy,RP,saɪkɒpəθi,GA,saɪkɑpəθi
train_016117,adventure,RP,ədvɛnt͡ʃə,GA,ədvɛnt͡ʃɚ
train_016118,seethe,GA,sið,RP,sið
train_016119,cinnamon,NZ,sənəmən,RP,sɪnəmən
train_016120,bury,RP,bɛɹi,NZ,beɹi
train_016121,crusader,RP,kɹuseɪdə,GA,kɹuseɪdɚ
train_016122,sovereign,GA,sɑvəɹɪn,RP,sɒvɹɪn
train_016123,thyme,RP,taɪm,AU,tɑem
train_016124,soma,RP,səʊmə,GA,soʊmə
train_016125,involving,GA,ɪnvɑlvɪŋ,RP,ɪnvɒlvɪŋ
train_016126,restart,GA,ɹistɑɹt,RP,ɹɪstɑt
train_016127,proboscis,RP,pɹəʊbɒskɪs,NZ,pɹɐʉbɒskəs
train_016128,college,RP,kɒlɪdʒ,GA,kɑlɪdʒ
train_016129,coincide,AU,kəʉɪnsɑed,RP,kəʊɪnsaɪd
train_016130,coffee,RP,kɒfi,AU,kɔfi
train_016131,oology,RP,əʊ̯wɒləd͡ʒi,GA,oʊ̯wɑləd͡ʒi
train_016132,inventory,AU,ɪnvəntɹi,GA,ɪnvəntɔɹi
train_016133,vanguard,GA,vænɡɑɹd,AU,venɡɐd
train_016134,consolidate,AU,kənsɔlədæɪt,RP,kənsɒlɪdeɪt
train_016135,palace,NZ,pɛləs,RP,pælɪs
train_016136,chronological,AU,kɹɔnəlɔd͡ʒɪkəl,NZ,kɹɒnəlɒd͡ʒəkəl
train_016137,differentiation,NZ,dəfəɹenʃiæɪʃən,RP,dɪfəɹɛnʃieɪʃən
train_016138,chambermaid,GA,t͡ʃeɪmbəɹmeɪd,RP,t͡ʃeɪmbəmeɪd
